,key,value
0,learning science,36
1,learning environment,34
2,student learning,19
3,middle school,17
4,case study,15
5,high school,15
6,design-based research,13
7,professional development,13
8,scientific practice,13
9,poster present,13
10,research project,12
11,paper present,12
12,learning experience,11
13,school student,11
14,learning process,11
15,result suggest,10
16,paper report,10
17,science education,10
18,learning activity,10
19,student used,10
20,student engagement,10
21,result indicate,10
22,design principle,9
23,learning outcome,9
24,community practice,9
25,student use,8
26,qualitative analysis,8
27,paper explores,8
28,science learning,8
29,brings together,8
30,support student,8
31,analysis student,7
32,different type,7
33,finding suggest,7
34,formal informal,7
35,better understand,7
36,science teacher,7
37,engineering design,7
38,research learning,7
39,small group,7
40,study examines,7
41,teacher learning,7
42,learning scientist,7
43,disciplinary practice,7
44,grade student,7
45,prior knowledge,6
46,teacher 's,6
47,learning goal,6
48,learning progression,6
49,learning gain,6
50,group student,6
51,problem solving,6
52,result show,6
53,collaborative learning,6
54,preliminary finding,6
55,social interaction,6
56,finding indicate,6
57,student learn,6
58,complex system,6
59,symposium brings,6
60,study focus,6
61,identity development,6
62,student make,6
63,student work,6
64,one 's,6
65,supporting student,6
66,focus group,5
67,science practice,5
68,designing learning,5
69,design process,5
70,design learning,5
71,present design,5
72,learning learning,5
73,future research,5
74,student thinking,5
75,student understanding,5
76,paper describes,5
77,teacher student,5
78,conceptual framework,5
79,impact student,5
80,science classroom,5
81,interaction analysis,5
82,science instruction,5
83,elementary student,5
84,mixed method,5
85,design activity,5
86,science student,5
87,student engage,5
88,child 's,5
89,nan,5
90,empirical study,5
91,climate change,5
92,field learning,5
93,learning context,5
94,et al.,5
95,student perception,5
96,next generation,5
97,science standard,5
98,understanding science,5
99,study investigated,5
100,teacher education,5
101,research study,5
102,student 's,5
103,modeling practice,5
104,learning analytics,5
105,implication design,5
106,analysis two,5
107,elementary school,4
108,afterschool program,4
109,science technology,4
110,report result,4
111,discus implication,4
112,found student,4
113,student inquiry,4
114,collaborative design,4
115,engagement learning,4
116,research design,4
117,work learning,4
118,undergraduate student,4
119,significant difference,4
120,educational game,4
121,student participation,4
122,student group,4
123,three different,4
124,game design,4
125,show student,4
126,school science,4
127,teacher used,4
128,paper examines,4
129,student engaged,4
130,science class,4
131,opportunity learning,4
132,study explores,4
133,learning practice,4
134,study student,4
135,question 1,4
136,student ``,4
137,multiple level,4
138,learning research,4
139,better understanding,4
140,teaching learning,4
141,exploratory study,4
142,paper symposium,4
143,four paper,4
144,video game,4
145,learning across,4
146,together researcher,4
147,design research,4
148,study learning,4
149,conceptual understanding,4
150,knowledge building,4
151,share finding,4
152,focus student,4
153,provide opportunity,4
154,knowledge practice,4
155,finding show,4
156,empirical research,4
157,learning social,4
158,help u,4
159,bring together,4
160,learning becoming,4
161,21st century,4
162,help student,4
163,researcher teacher,4
164,content knowledge,4
165,paper explore,4
166,across learning,4
167,understanding scientific,4
168,make sense,4
169,make connection,4
170,result revealed,4
171,young people,4
172,preliminary result,4
173,examine student,4
174,generation science,4
175,interest development,4
176,design experiment,4
177,ethnographic study,4
178,learning community,4
179,engagement scientific,4
180,scientific inquiry,4
181,different way,4
182,stem education,4
183,activity student,4
184,student idea,4
185,social network,4
186,classroom setting,4
187,study designed,4
188,paper focus,4
189,local global,3
190,role model,3
191,pilot study,3
192,science using,3
193,implication designing,3
194,understand relationship,3
195,'s life,3
196,perspective learning,3
197,take place,3
198,question teacher,3
199,present study,3
200,design approach,3
201,design framework,3
202,co-design process,3
203,curriculum design,3
204,teacher practice,3
205,paper address,3
206,science community,3
207,instructional implication,3
208,'s use,3
209,design practice,3
210,early result,3
211,revealed student,3
212,result indicated,3
213,self-regulated learning,3
214,educational technology,3
215,tutoring system,3
216,intelligent tutoring,3
217,'s observation,3
218,higher education,3
219,school girl,3
220,computational thinking,3
221,classroom study,3
222,student made,3
223,computational model,3
224,study conducted,3
225,relevant science,3
226,log file,3
227,student discourse,3
228,modeling activity,3
229,two student,3
230,iterative design,3
231,authentic scientific,3
232,practice however,3
233,result two,3
234,evidence student,3
235,design-based implementation,3
236,teacher university,3
237,implementation research,3
238,data collected,3
239,'s program,3
240,practice cop,3
241,research report,3
242,physic course,3
243,student experience,3
244,model student,3
245,approach using,3
246,prior research,3
247,elementary science,3
248,science unit,3
249,pattern interaction,3
250,helping student,3
251,student develop,3
252,practice within,3
253,collaborative group,3
254,design build,3
255,purpose study,3
256,research-practice partnership,3
257,designed foster,3
258,transfer knowledge,3
259,goal symposium,3
260,student teacher,3
261,school biology,3
262,study illustrate,3
263,building theoretical,3
264,learning paper,3
265,classroom practice,3
266,scientific reasoning,3
267,stem learning,3
268,tool designed,3
269,new medium,3
270,high prior,3
271,present data,3
272,study investigating,3
273,way teacher,3
274,teacher knowledge,3
275,insight learning,3
276,recent year,3
277,science engineering,3
278,four different,3
279,participation learning,3
280,understanding learning,3
281,process learning,3
282,across context,3
283,variety context,3
284,educational setting,3
285,educational practice,3
286,learning setting,3
287,study examined,3
288,collective inquiry,3
289,student collective,3
290,result showed,3
291,study us,3
292,across variety,3
293,setting learning,3
294,experience learning,3
295,student become,3
296,present empirical,3
297,curriculum student,3
298,education program,3
299,symposium discus,3
300,call ``,3
301,important aspect,3
302,different aspect,3
303,learning occurs,3
304,support engagement,3
305,research community,3
306,educational research,3
307,study found,3
308,highlight way,3
309,daily life,3
310,symposium address,3
311,native american,3
312,longitudinal study,3
313,within across,3
314,across multiple,3
315,design study,3
316,teacher professional,3
317,comparative case,3
318,data mining,3
319,methodological approach,3
320,university student,3
321,technology engineering,3
322,learning opportunity,3
323,intentionally designed,3
324,provide insight,3
325,interaction within,3
326,science curriculum,3
327,process associated,3
328,meaning making,3
329,development science,3
330,support development,3
331,network analysis,3
332,epistemic cognition,3
333,core idea,3
334,scientific research,3
335,science inquiry,3
336,student high,3
337,using virtual,3
338,dynamic visualization,3
339,poster describes,3
340,teacher use,3
341,student motivation,3
342,research finding,3
343,individual student,3
344,study present,3
345,practice support,3
346,real world,3
347,process design,3
348,multiple representation,3
349,current study,3
350,report preliminary,3
351,finding study,3
352,present result,3
353,present finding,3
354,student science,3
355,elementary teacher,3
356,scientific process,3
357,representational competence,3
358,designed support,3
359,inquiry activity,3
360,virtual world,3
361,instructional design,3
362,classroom environment,3
363,suggest student,3
364,paper proposes,3
365,framework design,3
366,support learning,3
367,practice teacher,3
368,research process,3
369,scientific modeling,3
370,discourse analysis,3
371,development student,3
372,question student,3
373,practice using,3
374,opportunity student,3
375,student worked,3
376,mathematical reasoning,3
377,school leader,3
378,model-based explanation,3
379,finding reveal,3
380,reform science,3
381,recent reform,3
382,engaging student,3
383,student interaction,3
384,knowledge one,3
385,science concept,3
386,evidence support,3
387,group work,3
388,work student,3
389,student ability,3
390,teacher participated,3
391,student written,3
392,knowledge community,3
393,paper discus,3
394,cognitive process,2
395,state standard,2
396,background knowledge,2
397,involves developing,2
398,expository text,2
399,deep meaningful,2
400,efficacy study,2
401,core state,2
402,study middle-school,2
403,meaningful learning,2
404,common core,2
405,computer scientist,2
406,social justice,2
407,network support,2
408,group interview,2
409,designed get,2
410,study employed,2
411,computer science,2
412,result pilot,2
413,student paper,2
414,increase student,2
415,past present,2
416,present future,2
417,developing new,2
418,health concept,2
419,different level,2
420,machine learning,2
421,answer question,2
422,teacher perspective,2
423,conducted experiment,2
424,attention ``,2
425,understanding knowledge,2
426,knowledge construction,2
427,learner use,2
428,two type,2
429,improve learning,2
430,process paper,2
431,framework inform,2
432,practice describe,2
433,practice discussed,2
434,contextual factor,2
435,'' movement,2
436,little known,2
437,new learning,2
438,data analysis,2
439,representation student,2
440,thinking argue,2
441,interpret student,2
442,one teacher,2
443,theoretical perspective,2
444,use theoretical,2
445,classroom discourse,2
446,speech gesture,2
447,look student,2
448,research program,2
449,result research,2
450,student productive,2
451,software design,2
452,research undergraduate,2
453,experimental condition,2
454,srl strategy,2
455,overall goal,2
456,metatutor intelligent,2
457,human circulatory,2
458,intelligent multi-agent,2
459,important implication,2
460,multi-agent hypermedia-learning,2
461,among different,2
462,interacted metatutor,2
463,goal learning,2
464,hypermedia-learning environment,2
465,circulatory system,2
466,learning srl,2
467,offer new,2
468,learner model,2
469,inside outside,2
470,experience learner,2
471,solution problem,2
472,representation learner,2
473,demonstrate approach,2
474,experience several,2
475,digital game,2
476,instructional resource,2
477,knowledge process,2
478,role prior,2
479,game formal,2
480,knowledge representation,2
481,design scaffold,2
482,mobile device,2
483,tree investigator,2
484,digital augmentation,2
485,generative task,2
486,two iteration,2
487,conceptual knowledge,2
488,learning scenario,2
489,theoretical empirical,2
490,project aim,2
491,participation teacher,2
492,report ongoing,2
493,informal science,2
494,raise question,2
495,design instruction,2
496,method developing,2
497,method used,2
498,key characteristic,2
499,common problem,2
500,along one,2
501,different group,2
502,used teacher,2
503,lesson design,2
504,aim study,2
505,iterative process,2
506,designed implemented,2
507,intervention group,2
508,sustainable learning,2
509,two group,2
510,intervention designed,2
511,design lesson,2
512,theoretical knowledge,2
513,way student,2
514,design cycle,2
515,solution based,2
516,significant gain,2
517,individual learning,2
518,model result,2
519,environment ct,2
520,analyzing student,2
521,teacher pattern,2
522,teacher support,2
523,teacher planning,2
524,support tool,2
525,professional work,2
526,support teacher,2
527,model two,2
528,reasoning study,2
529,socioscientific issue,2
530,use scientific,2
531,study compare,2
532,people come,2
533,everyday life,2
534,personal social,2
535,student often,2
536,design investigate,2
537,engaged collaborative,2
538,eye tracking,2
539,analysis classroom,2
540,scientific argumentation,2
541,evidence analysis,2
542,research development,2
543,practice scientific,2
544,found evidence,2
545,two study,2
546,school district,2
547,university researcher,2
548,joint work,2
549,case task,2
550,mathematics teacher,2
551,mathematical task,2
552,boundary object,2
553,provided opportunity,2
554,engaged design-based,2
555,model community,2
556,stage development,2
557,video recording,2
558,development community,2
559,community learning,2
560,master 's,2
561,student two,2
562,different community,2
563,two different,2
564,method approach,2
565,youth medium,2
566,student creating,2
567,class process,2
568,phase 1,2
569,presented discussed,2
570,positive negative,2
571,affect student,2
572,biology course,2
573,environment may,2
574,may benefit,2
575,analysis show,2
576,reasoning strategy,2
577,strategy study,2
578,affect design,2
579,study 2,2
580,expert novice,2
581,class finding,2
582,account student,2
583,following question,2
584,1 student,2
585,extent student,2
586,examined student,2
587,next step,2
588,class use,2
589,high low,2
590,group discussion,2
591,regulation process,2
592,literacy student,2
593,concept identity,2
594,order understand,2
595,three focal,2
596,design critique,2
597,understanding social,2
598,idea student,2
599,analysis focused,2
600,practitioner researcher,2
601,researcher district,2
602,study argues,2
603,teacher researcher,2
604,full potential,2
605,productive failure,2
606,foster transfer,2
607,instruction student,2
608,contribute better,2
609,symposium focus,2
610,teacher classroom,2
611,paper propose,2
612,le successful,2
613,system student,2
614,evaluating competing,2
615,epistemic criterion,2
616,existing research,2
617,work show,2
618,interactive simulation,2
619,paper come,2
620,knowledge contribute,2
621,understanding teacher,2
622,math science,2
623,become popular,2
624,nature learning,2
