,key,value
0,student ’,19
1,collaborative learning,16
2,learning environment,13
3,learning activity,9
4,social interaction,7
5,student learning,6
6,study investigated,5
7,paper present,5
8,learning outcome,5
9,result show,5
10,paper describes,5
11,’ learning,5
12,found student,5
13,problem solving,4
14,supported collaborative,4
15,learning cscl,4
16,computer supported,4
17,learning experience,4
18,higher education,4
19,learning gain,4
20,support student,4
21,small group,4
22,cscl environment,4
23,improve learning,4
24,group student,4
25,cscl research,4
26,finding suggest,3
27,social medium,3
28,teacher ’,3
29,grade 5/6,3
30,inquiry discourse,3
31,result showed,3
32,knowledge building,3
33,collaborative knowledge,3
34,exploratory study,3
35,university student,3
36,child ’,3
37,study present,3
38,learning process,3
39,learning science,3
40,extent student,3
41,study conducted,3
42,knowledge construction,3
43,learning resource,3
44,user interface,3
45,tangible user,3
46,scientific practice,3
47,participant ’,3
48,online discourse,3
49,learning analytics,3
50,help student,3
51,study examines,3
52,mixed method,3
53,significant difference,3
54,interaction analysis,3
55,collaborative process,3
56,two group,3
57,two different,3
58,activity learning,3
59,learning context,3
60,learning compared,3
61,model learning,3
62,young people,3
63,research method,3
64,regulation learning,3
65,pedagogical design,3
66,computer-supported collaborative,3
67,result indicate,3
68,individual learning,3
69,knowledge base,2
70,5/6 student,2
71,community ’,2
72,paper report,2
73,’ idea,2
74,support teacher,2
75,vice versa,2
76,knowledge work,2
77,enabling learner,2
78,practice result,2
79,teaching practice,2
80,investigated effect,2
81,online collaborative,2
82,university course,2
83,paper argues,2
84,student teacher,2
85,’ use,2
86,learning model,2
87,investigated whether,2
88,environment called,2
89,learning test,2
90,network analysis,2
91,student might,2
92,discourse student,2
93,social network,2
94,purpose study,2
95,resource paper,2
96,work together,2
97,conceptual change,2
98,theoretical framework,2
99,use technology,2
100,point view,2
101,technology e.g.,2
102,computer science,2
103,different point,2
104,learning scientist,2
105,condition learning,2
106,material condition,2
107,little known,2
108,boundary object,2
109,team designing,2
110,conceptual paper,2
111,influence student,2
112,role teacher,2
113,learning complex,2
114,present curriculum,2
115,student learned,2
116,complex system,2
117,activity teacher,2
118,high school,2
119,experience furthermore,2
120,may provide,2
121,learning group,2
122,argumentation script,2
123,article present,2
124,student develop,2
125,analysis focus,2
126,chat session,2
127,discus implication,2
128,significantly higher,2
129,future learning,2
130,activity using,2
131,paper describe,2
132,explain result,2
133,school year,2
134,student worked,2
135,student moreover,2
136,among student,2
137,perceived peer,2
138,significantly greater,2
139,peer ’,2
140,student used,2
141,significant predictor,2
142,interface tui,2
143,joint attention,2
144,report result,2
145,cscl community,2
146,using mobile,2
147,eye-tracking study,2
148,student manipulate,2
149,thread mapper,2
150,idea thread,2
151,mapper itm,2
152,knowledge forum,2
153,empirical research,2
154,research design,2
155,people ’,2
156,design studio,2
157,activity design,2
158,research cscl,2
159,collaborative design,2
160,individual group,2
161,present study,2
162,result study,2
163,different way,2
164,group learning,2
165,classroom setting,2
166,new way,2
167,way thinking,2
168,student learn,2
169,qualitative analysis,2
170,technique used,2
171,analysis suggests,2
172,’ progress,2
173,cscl activity,2
174,factor affecting,2
175,affecting student,2
176,online course,2
177,study compare,2
178,recently proposed,2
179,meaning making,2
180,qualitative finding,2
181,mathematical meaning,2
182,condition result,2
183,game create,2
184,support peer,2
185,online learning,2
186,study explores,2
187,student use,2
188,resource study,2
189,design implementation,2
190,finding provide,2
191,data collected,2
192,cscl model,2
193,previous study,2
194,using data,2
195,study design,2
196,shared artifact,2
197,design process,2
198,– student,2
199,scientific inquiry,2
200,learning however,2
201,cscl present,2
202,learning student,2
203,finding show,2
204,research question,2
205,study examined,2
206,analysis showed,2
207,student collaboratively,2
208,group ’,2
209,student create,2
210,state matter,2
211,analysis indicate,2
212,science technology,2
213,within group,2
214,interaction two,2
215,tangible system,2
216,condition student,2
217,graduate student,2
218,term content,2
219,even student,2
220,based approach,2
221,paper identify,2
222,analysis technique,2
223,used identify,2
224,shared regulation,2
225,supporting collaborative,2
226,learning ssrl,2
227,designed support,2
228,socially shared,2
229,collaborating group,2
230,learning second,2
231,teacher student,2
232,effect two,2
233,skill feedback,2
234,student writing,2
235,indicate student,2
236,skill yet,2
237,pre- post-tests,2
238,goal understanding,2
239,course activity,2
240,participant study,2
241,building analysis,2
242,first two,2
243,support knowledge,2
244,gaming community,2
245,game-based learning,2
246,engaging student,2
247,case study,2
248,conceptual understanding,2
249,knowledge-building environment,2
250,context learning,2
251,teacher must,2
252,process outcome,2
253,offer opportunity,2
254,study demonstrate,2
255,brings together,2
256,learning community,2
257,occur spontaneously,2
258,symposium brings,2
259,indicate significant,2
260,game using,2
261,concept map,2
262,shown effective,2
263,collaborative problem,2
264,solving cps,2
265,finding discus,2
266,issue teacher,2
267,pilot study,2
268,learning paper,2
269,environment student,2
270,allow student,2
271,novice music,1
272,user-friendly music,1
273,musical concept,1
274,medium learner,1
275,block others,1
276,concept suggested,1
277,group project,1
278,intuitively already,1
279,become building,1
280,’ garageband,1
281,project solitary,1
282,progression user-friendly,1
283,group use,1
284,use add,1
285,already allow,1
286,building block,1
287,add knowledge,1
288,learning software,1
289,learner start,1
290,interval however,1
291,curriculum using,1
292,music curriculum,1
293,able reflect-in-action,1
294,reflect-in-action reflection,1
295,i.e. apple,1
296,music without,1
297,move sophisticated,1
298,everyone group,1
299,others group,1
300,know intuitively,1
301,music production,1
302,important musical,1
303,music learner,1
304,voice fourth,1
305,suggest student,1
306,software package,1
307,one everyone,1
308,package i.e.,1
309,e.g. notation,1
310,allow move,1
311,engaging music,1
312,education important,1
313,suggested novice,1
314,garageband importance,1
315,36 engaged,1
316,n 36,1
317,apple ’,1
318,production becoming,1
319,production software,1
320,learner engaging,1
321,notation interval,1
322,software impromptu,1
323,however music,1
324,solitary one,1
325,classroom n,1
326,impromptu finding,1
327,formal education,1
328,reflection become,1
329,without formal,1
330,group voice,1
331,importance social,1
332,concept e.g.,1
333,becoming group,1
334,engaged music,1
335,grade classroom,1
336,sophisticated musical,1
337,using learning,1
338,start know,1
339,student able,1
340,fourth grade,1
341,iteration indicate,1
342,– pedagogical,1
343,pattern vary,1
344,pedagogical technological,1
345,classroom trial,1
346,teacher used,1
347,blended learning,1
348,environment affected,1
349,teacher orchestration,1
350,occurring digital,1
351,displayed interactive,1
352,face-to-face classroom,1
353,category inquiry,1
354,3r mean,1
355,orchestration inquiry,1
356,using tablet,1
357,ck facilitated,1
358,ck2 astronomy,1
359,biodiversity ck2,1
360,task demand,1
361,iteration classroom,1
362,flow enabling,1
363,technological innovation,1
364,innovation support,1
365,collaborative biodiversity,1
366,base publicly,1
367,third iteration,1
368,inquiry work,1
369,affected knowledge,1
370,cycle reflect-refocus-release,1
371,reflect discourse,1
372,discourse occurring,1
373,iwb visualized,1
374,structure iteration,1
375,discourse structure,1
376,used orchestration,1
377,work done,1
378,trial common,1
379,vary inquiry,1
380,facilitated scaffolding,1
381,scaffolding grade,1
382,ck3 respectively,1
383,mean managing,1
384,orchestration cycle,1
385,observed teacher,1
386,reflect-refocus-release 3r,1
387,versa observed,1
388,contributed community,1
389,inquiry using,1
390,environment comparison,1
391,socially-negotiated category,1
392,done ck,1
393,idea along,1
394,ck2 ck3,1
395,student phase,1
396,whiteboard iwb,1
397,indicate pattern,1
398,comparison teacher,1
399,sort idea,1
400,ck3 inquiry,1
401,astronomy ck3,1
402,iwb iwb,1
403,community knowledge,1
404,inquiry task,1
405,environment face-to-face,1
406,classroom discussion,1
407,student contributed,1
408,common knowledge,1
409,along socially-negotiated,1
410,visualized community,1
411,discussion vice,1
