,key,value
0,student ’,46
1,learning environment,21
2,case study,17
3,learning science,16
4,teacher ’,14
5,school student,14
6,high school,11
7,science education,10
8,finding suggest,10
9,learner ’,10
10,middle school,10
11,collaborative learning,10
12,student learning,9
13,problem solving,9
14,paper present,9
15,learning process,8
16,student learn,7
17,study investigated,7
18,prior knowledge,7
19,learning gain,7
20,learning experience,7
21,way student,7
22,conceptual knowledge,6
23,help student,6
24,finding show,6
25,knowledge building,6
26,support teacher,6
27,participant ’,6
28,one another,6
29,small group,6
30,teacher learning,6
31,professional development,6
32,’ learning,6
33,learning activity,6
34,data collected,6
35,scientific practice,5
36,student engaged,5
37,network analysis,5
38,result show,5
39,learning scientist,5
40,qualitative analysis,5
41,deep learning,5
42,randomly assigned,5
43,future research,5
44,result indicate,5
45,teacher professional,5
46,design learning,5
47,learning outcome,5
48,science practice,5
49,group ’,5
50,individual ’,5
51,conceptual understanding,5
52,productive failure,5
53,study examined,5
54,paper describes,5
55,learning task,4
56,research learning,4
57,significant difference,4
58,group engaged,4
59,mixed method,4
60,social network,4
61,instructional design,4
62,next generation,4
63,science standard,4
64,generation science,4
65,school science,4
66,’ attention,4
67,vygotsky ’,4
68,student randomly,4
69,experimental study,4
70,result showed,4
71,conceptual change,4
72,class discussion,4
73,science curriculum,4
74,’ prior,4
75,collaborative inquiry,4
76,learning community,4
77,result suggest,4
78,finding indicate,4
79,learning context,4
80,learning design,4
81,paper examines,4
82,within across,4
83,individual learning,4
84,analysis revealed,4
85,study explored,4
86,design team,4
87,support student,4
88,understanding science,4
89,informal learning,4
90,teaching learning,4
91,scientific reasoning,4
92,two group,4
93,’ conceptual,4
94,science learning,4
95,’ idea,4
96,’ online,4
97,research project,4
98,present study,4
99,future study,4
100,learner engage,4
101,student teacher,4
102,three main,4
103,student practice,3
104,type knowledge,3
105,learning based,3
106,learning student,3
107,result revealed,3
108,” “,3
109,practical implication,3
110,science content,3
111,method approach,3
112,one three,3
113,science classroom,3
114,teaching practice,3
115,discus implication,3
116,science research,3
117,impact learning,3
118,research practice,3
119,disciplinary practice,3
120,conclude discussing,3
121,learning conclude,3
122,climate change,3
123,secondary school,3
124,crosscutting concept,3
125,study explores,3
126,future work,3
127,knowledge advancement,3
128,’ discourse,3
129,’ knowledge,3
130,using model,3
131,high level,3
132,shared understanding,3
133,design study,3
134,study investigates,3
135,member ’,3
136,content knowledge,3
137,group discussion,3
138,study n,3
139,online learning,3
140,learn science,3
141,teacher support,3
142,community ’,3
143,student develop,3
144,stem learning,3
145,build upon,3
146,student worked,3
147,using data,3
148,science student,3
149,facilitate student,3
150,middle-school student,3
151,understanding learning,3
152,student discourse,3
153,relationship among,3
154,student use,3
155,positive impact,3
156,task performance,3
157,field note,3
158,’ reasoning,3
159,design activity,3
160,effective learning,3
161,process data,3
162,design research,3
163,design principle,3
164,online course,3
165,disciplinary engagement,3
166,computational thinking,3
167,understanding student,3
168,group member,3
169,design-based research,3
170,child ’,3
171,science engineering,3
172,student thinking,3
173,content analysis,3
174,analysis student,3
175,within context,3
176,three case,3
177,teacher education,3
178,computer science,3
179,collaborative task,3
180,’ science,3
181,practice student,3
182,different type,3
183,education literature,3
184,study use,3
185,feedback student,3
186,provided student,3
187,knowledge practice,3
188,idea generated,3
189,environmental education,3
190,’ perception,3
191,describe design,3
192,preliminary analysis,3
193,present preliminary,3
194,educational practice,3
195,year old,2
196,educational technology,2
197,domain knowledge,2
198,task result,2
199,indicate student,2
200,conceptual procedural,2
201,two type,2
202,different learning,2
203,compared student,2
204,enable student,2
205,examined whether,2
206,learning analytics,2
207,among student,2
208,however little,2
209,across different,2
210,little research,2
211,self-regulated learning,2
212,difference across,2
213,design approach,2
214,authentic practice,2
215,challenge teacher,2
216,help researcher,2
217,provides learner,2
218,teacher student,2
219,student see,2
220,practice science,2
221,reasoning argumentation,2
222,group showed,2
223,le successful,2
224,building discourse,2
225,creative work,2
226,analyzing quality,2
227,study address,2
228,knowledge forum,2
229,student within,2
230,using knowledge,2
231,analysis discourse,2
232,computer programming,2
233,solve problem,2
234,task group,2
235,standard ng,2
236,complex system,2
237,level understanding,2
238,new science,2
239,important implication,2
240,enactment interview,2
241,interview response,2
242,outcome result,2
243,educational research,2
244,kind learning,2
245,implication finding,2
246,study responds,2
247,survey conducted,2
248,analysis reveals,2
249,participation stem,2
250,’ explicit,2
251,another ’,2
252,skill requires,2
253,teacher tend,2
254,offer insight,2
255,one ’,2
256,classroom practice,2
257,’ ability,2
258,teacher constantly,2
259,cognitive process,2
260,unit analysis,2
261,theoretical practical,2
262,account prior,2
263,building vygotsky,2
264,interaction analysis,2
265,individual cognitive,2
266,reflection learning,2
267,’ interaction,2
268,community practice,2
269,theorization situated,2
270,learning must,2
271,situated learning,2
272,assigned condition,2
273,design experiment,2
274,take account,2
275,learning one,2
276,multiple representation,2
277,learning principle,2
278,8th grade,2
279,student construct,2
280,knowledge piece,2
281,grade student,2
282,knowledge element,2
283,student participated,2
284,scientific model,2
285,support conceptual,2
286,’ embodied,2
287,different way,2
288,present two,2
289,two case,2
290,theoretical perspective,2
291,elementary school,2
292,research question,2
293,lesson design,2
294,enhance student,2
295,professional learning,2
296,’ work,2
297,’ approach,2
298,paper investigates,2
299,educational game,2
300,yet student,2
301,found student,2
302,paper focus,2
303,providing feedback,2
304,epistemic cognition,2
305,study showed,2
306,helped student,2
307,higher learning,2
308,previous study,2
309,different modality,2
310,showed explicit,2
311,found augmenting,2
312,framework design,2
313,learning tool,2
314,practice use,2
315,use model,2
316,technology tool,2
317,technology-based learning,2
318,stem practice,2
319,’ experience,2
320,shape learning,2
321,learning three,2
322,engagement learning,2
323,make explicit,2
324,design process,2
325,design implication,2
326,highlight role,2
327,three type,2
328,finding highlight,2
329,specific design,2
330,implication design,2
331,knowledge construction,2
332,role identity,2
333,aim explore,2
334,group work,2
335,aim paper,2
336,paper explore,2
337,resource despite,2
338,external representation,2
339,process well,2
340,part curriculum,2
341,“ double,2
342,approach examine,2
343,teacher face,2
344,teacher participant,2
345,level joint,2
346,college student,2
347,student tasked,2
348,activity based,2
349,inform future,2
350,collaborative research,2
351,knowledge gain,2
352,collaborative individual,2
353,group awareness,2
354,focusing development,2
355,result study,2
356,model show,2
357,development student,2
358,way seeing,2
359,paper argue,2
360,representational practice,2
361,report result,2
362,supporting teacher,2
363,student participate,2
364,first step,2
365,teacher may,2
366,investigated question,2
367,may need,2
368,interpreting data,2
369,teacher supported,2
370,found teacher,2
371,student engaging,2
372,two teacher,2
373,approach teaching,2
374,support science,2
375,reform science,2
376,supporting student,2
377,engaging scientific,2
378,present one,2
379,epistemic learning,2
380,process engaging,2
381,mean student,2
382,practice mean,2
383,theoretical model,2
384,design-based researcher,2
385,explicitly understanding,2
386,research problem,2
387,potential value,2
388,design program,2
389,process planning,2
390,participation structure,2
391,enactment learning,2
392,research study,2
393,involved process,2
394,four distinct,2
395,creative computing,2
396,tutoring system,2
397,difference learning,2
398,individual student,2
399,intelligent tutoring,2
400,used support,2
401,potential benefit,2
402,learning study,2
403,either individually,2
404,student collaborative,2
405,worked small,2
406,study examines,2
407,order understand,2
408,program designed,2
