,key,value
0,collaborative learning,40
1,paper present,17
2,learning environment,16
3,learning activity,12
4,student learning,10
5,result show,9
6,supported collaborative,9
7,learning outcome,8
8,computer supported,8
9,small group,8
10,student collaborative,8
11,learning process,7
12,support collaborative,7
13,learning cscl,7
14,learning task,7
15,online discussion,6
16,problem solving,6
17,collaborative activity,6
18,group student,6
19,result indicate,6
20,group member,6
21,qualitative analysis,5
22,knowledge construction,5
23,paper focus,5
24,school student,5
25,paper report,5
26,knowledge building,5
27,learning knowledge,5
28,paper describes,5
29,difference student,5
30,computer-supported collaborative,5
31,paper discus,5
32,learning interaction,5
33,study investigated,5
34,study student,5
35,collaboration script,5
36,present study,4
37,online community,4
38,finding suggest,4
39,group collaboration,4
40,field study,4
41,educational practice,4
42,analysis data,4
43,case study,4
44,content analysis,4
45,group discussion,4
46,data collected,4
47,knowledge practice,4
48,instructional designer,4
49,study conducted,4
50,knowledge creation,4
51,professional development,4
52,web 2.0,4
53,environment support,4
54,learning paper,4
55,student use,4
56,authoring tool,4
57,experimental study,4
58,learning platform,4
59,cscl research,4
60,tool support,4
61,learning community,4
62,community practice,4
63,group learning,3
64,interaction pattern,3
65,two different,3
66,collaborative knowledge,3
67,design approach,3
68,knowledge acquisition,3
69,task group,3
70,process learning,3
71,study measure,3
72,collaborative process,3
73,unit analysis,3
74,prior work,3
75,online interaction,3
76,interaction analyzed,3
77,difference learning,3
78,facilitate student,3
79,student working,3
80,group cognition,3
81,problem- solving,3
82,learning science,3
83,group interaction,3
84,education student,3
85,result obtained,3
86,analysis online,3
87,learning scenario,3
88,teaching learning,3
89,learning practice,3
90,building community,3
91,paper explores,3
92,group dynamic,3
93,learning setting,3
94,cscl system,3
95,present result,3
96,social interaction,3
97,shared understanding,3
98,classroom learning,3
99,social learning,3
100,take place,3
101,learning context,3
102,result showed,3
103,two group,3
104,cscl environment,3
105,high school,3
106,group awareness,3
107,research project,3
108,individual learning,3
109,environment designed,3
110,support collaboration,3
111,student worked,3
112,present research,3
113,design principle,3
114,collaborative work,3
115,article present,3
116,cscl researcher,3
117,discus design,3
118,informal learning,3
119,data set,3
120,learning tool,3
121,tool based,3
122,two aspect,2
123,new idea,2
124,position taken,2
125,use three,2
126,learning instruction,2
127,'s work,2
128,inquiry learning,2
129,chat communication,2
130,discussion thread,2
131,finally discus,2
132,interaction learning,2
133,secondary school,2
134,f2f classroom,2
135,face-to-face discussion,2
136,communication cmc,2
137,even though,2
138,finding highlight,2
139,support may,2
140,construction conceptual,2
141,quality collaborative,2
142,prior knowledge,2
143,knowledge prior,2
144,conceptual knowledge,2
145,sustained collaborative,2
146,approach support,2
147,knowledge work,2
148,participant collaborated,2
149,study analyzed,2
150,three group,2
151,shared knowledge,2
152,related group,2
153,measure learner,2
154,impact student,2
155,experimental condition,2
156,individual unit,2
157,system paper,2
158,work prior,2
159,threaded discussion,2
160,difference engagement,2
161,condition two,2
162,elaboration process,2
163,gender difference,2
164,experiment student,2
165,student learned,2
166,meaning- making,2
167,positive effect,2
168,collaboration student,2
169,effect collaborative,2
170,underlying group,2
171,show practice,2
172,mathematical problem,2
173,become representation,2
174,analyzes interaction,2
175,problem several,2
176,representational practice,2
177,three student,2
178,inscription become,2
179,interaction three,2
180,chronologically prior,2
181,-- three,2
182,improved student,2
183,design collaborative,2
184,knowledge integration,2
185,teacher 's,2
186,enhanced learning,2
187,technology enhanced,2
188,teacher learned,2
189,engaged collaborative,2
190,group discourse,2
191,learning gain,2
192,analysis used,2
193,stress importance,2
194,conceptual understanding,2
195,interaction influence,2
196,collaborative discourse,2
197,finding indicate,2
198,inquiry process,2
199,performed better,2
200,learner interaction,2
201,secondary science,2
202,second iteration,2
203,method employed,2
204,knowledge community,2
205,provide empirical,2
206,science curriculum,2
207,empirical support,2
208,goal research,2
209,school administrator,2
210,measure student,2
211,librarian teacher,2
212,teacher training,2
213,e-learning platform,2
214,collective work,2
215,better understand,2
216,online learning,2
217,higher learning,2
218,student perception,2
219,discussion design,2
220,research needed,2
221,group process,2
222,process may,2
223,level course,2
224,graduate level,2
225,influence learning,2
226,little research,2
227,meaningful learning,2
228,study examines,2
229,activity system,2
230,show process,2
231,result study,2
232,teacher teacher,2
233,tool developed,2
234,teacher working,2
235,teacher professional,2
236,short paper,2
237,analysis study,2
238,educational program,2
239,report exploratory,2
240,characteristic adaptation,2
241,adaptation process,2
242,individual group,2
243,group characteristic,2
244,working together,2
245,understanding teacher,2
246,exploratory study,2
247,student engaged,2
248,task using,2
249,interactional practice,2
250,find relevant,2
251,personally meaningful,2
252,support participant,2
253,support community,2
254,result field,2
255,new medium,2
256,using new,2
257,online group,2
