,key,value
0,collaborative learning,106
1,learning environment,46
2,case study,28
3,computer-supported collaborative,26
4,student learning,24
5,learning cscl,22
6,knowledge building,22
7,network analysis,22
8,paper present,22
9,learning activity,22
10,support teacher,20
11,student engage,18
12,computer science,18
13,learning experience,16
14,result show,16
15,cscl research,16
16,professional development,16
17,cscl environment,16
18,learning process,16
19,computational thinking,16
20,discus implication,16
21,small group,16
22,design-based research,16
23,qualitative analysis,16
24,group student,14
25,epistemic network,14
26,grade student,14
27,middle school,14
28,problem solving,14
29,result showed,14
30,learning analytics,14
31,tool support,14
32,result suggest,14
33,based learning,12
34,knowledge forum,12
35,science learning,12
36,peer feedback,12
37,finding indicate,12
38,study investigates,12
39,randomly assigned,12
40,supporting student,12
41,teaching practice,12
42,theoretical framework,12
43,learning outcome,12
44,study examined,12
45,school student,12
46,collaborative design,12
47,supported collaborative,12
48,support student,12
49,professional learning,12
50,research project,12
51,teacher 's,12
52,technology support,10
53,finding reveal,10
54,help student,10
55,future research,10
56,learning gain,10
57,study explores,10
58,found student,10
59,thinking ct,10
60,science classroom,10
61,video data,10
62,collaborative process,10
63,teaching learning,10
64,science education,10
65,computer- supported,10
66,online discussion,10
67,online platform,10
68,collaborative knowledge,10
69,virtual environment,10
70,data collected,10
71,augmented reality,10
72,paper examines,10
73,support collaboration,10
74,design cscl,10
75,paper describes,10
76,high school,10
77,social interaction,10
78,method used,8
79,young child,8
80,learning goal,8
81,shed light,8
82,research practice,8
83,student reading,8
84,two condition,8
85,student randomly,8
86,support learner,8
87,design activity,8
88,group collaborative,8
89,pilot study,8
90,student collaboration,8
91,paper explores,8
92,learning practice,8
93,embodied learning,8
94,exploratory study,8
95,formative assessment,8
96,learning opportunity,8
97,interactive session,8
98,special interactive,8
99,embodied enactive,8
100,secondary school,8
101,student teacher,8
102,student collaborative,8
103,design study,8
104,classroom student,8
105,et al.,8
106,engage student,8
107,disciplinary practice,8
108,paper proposes,8
109,knowledge construction,8
110,problem-based learning,8
111,collaborative problem-solving,8
112,result indicate,8
113,social network,8
114,designed support,6
115,collective inquiry,6
116,learning teaching,6
117,among group,6
118,study examines,6
119,systematic review,6
120,interactive demo,6
121,child learn,6
122,elementary school,6
123,attitude towards,6
124,student group,6
125,learning study,6
126,higher level,6
127,development student,6
128,two group,6
129,teacher researcher,6
130,previous study,6
131,study demonstrated,6
132,online learning,6
133,quality student,6
134,student develop,6
135,analysis ena,6
136,use online,6
137,learning technology,6
138,preliminary finding,6
139,present analysis,6
140,language learner,6
141,data visualization,6
142,learning support,6
143,take place,6
144,study investigated,6
145,prior knowledge,6
146,science curriculum,6
147,finding show,6
148,project collaboration,6
149,teacher support,6
150,affordances constraint,6
151,design collaborative,6
152,little known,6
153,student collaboratively,6
154,design challenge,6
155,process data,6
156,paper propose,6
157,paper provides,6
158,student use,6
159,digital technology,6
160,help teacher,6
161,learning classroom,6
162,learning science,6
163,learner often,6
164,face-to-face pd,6
165,group three,6
166,better understanding,6
167,elementary science,6
168,research study,6
169,collective knowledge,6
170,computer supported,6
171,student engagement,6
172,analyzed using,6
173,child 's,6
174,college student,6
175,extended learning,6
176,work together,6
177,recently developed,6
178,student working,6
179,developed support,6
180,young people,6
181,approach learning,6
182,showed student,6
183,activity designed,6
184,research investigates,6
185,embodied interaction,6
186,virtual reality,6
187,collaboration quality,6
188,building upon,6
189,study aimed,6
190,study aim,6
191,group level,6
192,teacher using,6
193,focus group,6
194,teacher education,6
195,present design,6
196,technology integration,6
197,system support,6
198,content knowledge,6
199,interaction analysis,6
200,study show,6
