,key,value
0,student ’,120
1,learning science,59
2,learning environment,59
3,teacher ’,46
4,case study,46
5,support student,31
6,science education,30
7,professional development,28
8,high school,25
9,finding suggest,25
10,student learning,24
11,paper present,24
12,science learning,24
13,design-based research,23
14,computational thinking,23
15,teacher learning,22
16,’ learning,21
17,school student,20
18,middle school,20
19,learning experience,20
20,study explores,18
21,research study,17
22,pre-service teacher,17
23,teaching learning,16
24,collaborative learning,16
25,computer science,16
26,design learning,16
27,science classroom,16
28,professional learning,16
29,teacher education,16
30,learner ’,15
31,data collected,14
32,paper report,14
33,science teacher,14
34,study aim,13
35,learning opportunity,13
36,implication design,13
37,knowledge building,13
38,research project,12
39,science standard,12
40,discus implication,12
41,finding show,12
42,result suggest,12
43,thinking ct,12
44,make sense,12
45,support teacher,12
46,next generation,11
47,generation science,11
48,better understand,11
49,design principle,11
50,child ’,11
51,learning activity,11
52,study investigates,11
53,’ experience,11
54,teacher student,11
55,learning community,11
56,study examines,11
57,mathematics teacher,11
58,teacher professional,11
59,interaction analysis,10
60,problem solving,10
61,informal learning,10
62,learning process,10
63,network analysis,10
64,learning scientist,10
65,result showed,10
66,implication future,10
67,elementary student,10
68,present case,9
69,video data,9
70,embodied learning,9
71,future research,9
72,stem learning,9
73,study examined,9
74,present study,9
75,result show,9
76,design process,9
77,scientific practice,9
78,prior knowledge,9
79,school science,9
80,grade student,9
81,finding indicate,9
82,two group,9
83,complex system,9
84,video recording,9
85,teacher educator,9
86,identity development,9
87,theory learning,8
88,learning teacher,8
89,student engaged,8
90,little known,8
91,student engage,8
92,understanding learning,8
93,qualitative analysis,8
94,community practice,8
95,learning goal,8
96,small group,8
97,group ’,8
98,study contributes,8
99,computational modeling,8
100,’ understanding,8
101,study implication,8
102,paper examines,8
103,learning context,8
104,student develop,8
105,student teacher,8
106,way student,8
107,design study,8
108,science practice,8
109,paper explores,8
110,’ perception,8
111,instructional practice,8
112,teacher use,8
113,study explored,8
114,result indicate,8
115,paper describes,7
116,game design,7
117,education research,7
118,paper describe,7
119,content knowledge,7
120,learning design,7
121,conceptual framework,7
122,designed support,7
123,two different,7
124,study seek,7
125,epistemic network,7
126,better support,7
127,mathematics classroom,7
128,support learning,7
129,disciplinary practice,7
130,study investigated,7
131,learning outcome,7
132,data source,7
133,discourse analysis,7
134,help student,7
135,qualitative study,7
136,ethnographic study,7
137,across multiple,7
138,collaborative inquiry,7
139,one another,7
140,bring together,7
141,design research,7
142,’ participation,7
143,science research,7
144,research-practice partnership,7
145,elementary school,7
146,epistemic agency,7
147,theoretical framework,7
148,united state,7
149,research practice,7
150,teaching practice,7
151,preservice teacher,7
152,education program,7
153,’ practice,7
154,designing learning,6
155,learning analytics,6
156,computational model,6
157,programming environment,6
158,student use,6
159,present two,6
160,student experience,6
161,k-12 science,6
162,paper discus,6
163,’ interaction,6
164,supported student,6
165,key role,6
166,analysis student,6
167,collaborative problem,6
168,research learning,6
169,advance understanding,6
170,’ collaborative,6
171,learning space,6
172,provide opportunity,6
173,opportunity student,6
174,future work,6
175,classroom observation,6
176,social interaction,6
177,look like,6
178,scaffold student,6
179,mathematics learning,6
180,research design,6
181,brings together,6
182,crosscutting concept,6
183,way knowing,6
184,student using,6
185,participant ’,6
186,address gap,6
187,mixed method,6
188,helping student,6
189,present analysis,6
190,mathematics education,6
191,’ ability,6
192,” “,6
193,paper examine,6
194,data visualization,6
195,preliminary result,6
196,engaging student,6
197,learning gain,6
198,online course,6
199,study aimed,6
200,’ knowledge,6
201,science c,6
202,supporting student,6
203,student engagement,6
204,video game,6
205,help teacher,6
206,video analysis,6
207,resource learning,6
208,science content,6
209,goal study,6
210,empirical study,6
211,school teacher,6
212,influence student,6
213,’ identity,6
214,analysis revealed,6
215,design approach,5
216,growing body,5
217,science engineering,5
218,engagement learning,5
219,classroom interaction,5
220,young child,5
221,finding reveal,5
222,learning technology,5
223,paper explore,5
224,initial finding,5
225,educational technology,5
226,’ talk,5
227,however little,5
228,finding implication,5
229,learning theory,5
230,student two,5
231,play key,5
232,family ’,5
233,learning setting,5
234,research development,5
235,’ epistemic,5
