,key,value
0,learning environment,17
1,'' '',13
2,`` '',12
3,paper present,10
4,paper describes,9
5,paper describe,7
6,middle school,6
7,learning process,5
8,collaborative learning,5
9,environment student,5
10,learning experience,5
11,school student,5
12,design process,4
13,educational software,4
14,help student,4
15,paper discus,4
16,case study,4
17,student work,4
18,tool support,4
19,designed help,4
20,student design,3
21,kid global,3
22,science curriculum,3
23,global scientist,3
24,learning technology,3
25,student teacher,3
26,design activity,3
27,inquiry-based learning,3
28,conceptual change,3
29,virtual reality,3
30,research project,3
31,conclude discussion,3
32,student learn,3
33,design project,3
34,based cognitive,3
35,high school,3
36,different way,3
37,design principle,3
38,student learning,3
39,support student,3
40,learning activity,3
41,allow student,3
42,allowing student,3
43,student using,3
44,teaching learning,3
45,study student,3
46,environment designed,3
47,nan,3
48,two case,3
49,middle-school student,2
50,scientist kg,2
51,many voice,2
52,sky many,2
53,theoretical framework,2
54,one sky,2
55,work one,2
56,work together,2
57,university michigan,2
58,software classroom,2
59,use software,2
60,teacher critical,2
61,visualization environment,2
62,play role,2
63,activity design,2
64,role learning,2
65,new knowledge,2
66,need learning,2
67,could use,2
68,student understand,2
69,aspect learning,2
70,mental model,2
71,study investigated,2
72,within context,2
73,combination two,2
74,designer use,2
75,instructional method,2
76,knowledge providing,2
77,future research,2
78,particular paper,2
79,student learned,2
80,student participated,2
81,paper look,2
82,design work,2
83,experienced designer,2
84,student team,2
85,result also,2
86,also showed,2
87,educational research,2
88,implication design,2
89,learning design,2
90,tool scaffolding,2
91,design diary,2
92,student carry,2
93,integrate learning,2
94,educationally sound,2
95,knowledge base,2
96,model knowledge,2
97,cooperative learning,2
98,computer supported,2
99,cognitive model,2
100,result experiment,2
101,new form,2
102,present case,2
103,social study,2
104,paper report,2
105,topic area,2
106,simulation requires,2
107,student often,2
108,engages student,2
109,present finding,2
110,environment encourage,2
111,experience trying,2
112,offer suggestion,2
113,design educational,2
114,educational simulation,2
115,2 student,2
116,child 's,2
117,cognitive social,2
118,problem-based learning,2
119,constructivist learning,2
120,activity student,2
121,experience using,2
122,take advantage,2
123,computer technology,2
124,collaborative environment,2
125,distance learning,2
126,teacher student,2
127,k-12 school,2
128,science education,2
129,school paper,2
130,survey interview,2
131,activity linked,2
132,result two,2
133,educational use,2
134,present two,2
135,center learning,2
136,urban school,2
137,technology urban,2
138,school university,2
139,change time,2
140,development tool,2
141,instructional system,2
142,result indicate,2
143,classroom conversation,2
144,many student,2
145,support collaborative,2
146,classroom discourse,2
147,one environment,2
148,case also,2
149,pair student,2
150,student interact,2
151,interactive learning,2
152,software support,2
153,approach design,2
154,used design,2
155,design interactive,2
156,offer promise,2
157,medical student,2
158,student tend,2
159,social context,2
160,student understanding,2
161,case subject,2
162,case student,2
163,explore new,2
164,cognitive apprenticeship,2
165,computer based,2
166,student explore,2
167,cognitive research,2
168,research development,2
169,learning method,2
170,ethnographic study,2
171,software development,2
172,originally designed,2
173,instructional design,2
174,help teacher,2
175,level student,2
176,purpose presentation,2
177,visualization tool,2
178,allows child,2
179,science program,2
180,teacher 's,2
181,study examined,2
182,tool called,2
183,'s experience,2
184,traditional classroom,2
185,provide student,2
186,study reported,2
187,instructional designer,2
188,model internet-supported,1
189,voice designing,1
190,global level,1
191,example success,1
192,voice osmv,1
193,role design,1
194,including theoretical,1
195,design goal,1
196,voice introduced,1
197,michigan successfully,1
198,illustrate idea,1
199,insightful effective,1
200,curriculum additional,1
201,integral role,1
202,definition articulation,1
203,osmv research,1
204,process activity,1
205,user need,1
206,component user,1
207,element intended,1
208,form general,1
209,curriculum middle-school,1
210,relationship example,1
211,design effort,1
212,articulation development,1
213,highlight key,1
214,accomplish objective,1
215,kg '98,1
216,introduced including,1
217,expertise discussed,1
218,design well,1
219,successfully designed,1
220,together accomplish,1
221,success story,1
222,refine insightful,1
223,solution form,1
224,work continually,1
225,goal potential,1
226,name paper,1
227,element design,1
228,additional requirement,1
229,paper highlight,1
230,software curriculum,1
231,i.e. software,1
232,designing system,1
233,model name,1
234,well relationship,1
235,finally specific,1
236,level expertise,1
237,group university,1
238,specific example,1
239,idea work,1
240,research goal,1
241,general model,1
242,discussed illustrate,1
243,continually refine,1
244,resulting model,1
245,play integral,1
246,framework research,1
247,internet-supported science,1
248,potential solution,1
249,story kid,1
250,designed work,1
251,effective model,1
252,goal design,1
253,model finally,1
254,need design,1
255,example research,1
256,requirement global,1
257,goal resulting,1
258,requires definition,1
259,key element,1
260,research play,1
261,intended work,1
262,multiple component,1
263,research group,1
264,effort one,1
265,system element,1
266,objective i.e.,1
267,development multiple,1
268,activity requires,1
269,teacher use,1
270,design history,1
271,software learner-centered,1
272,increasing use,1
273,address need,1
274,close attention,1
275,technology gain,1
276,need student,1
277,history worldwatcher,1
278,success educational,1
279,worldwatcher visualization,1
280,framework addressing,1
281,attention pedagogical,1
282,enactment paper,1
283,facilitate teacher,1
284,use classroom,1
285,must pay,1
286,visualization software,1
287,classroom learning,1
288,classroom designer,1
289,step toward,1
290,toward adoption,1
291,pedagogical logistical,1
292,designed facilitate,1
293,designer must,1
294,face enactment,1
295,enactment affordances,1
296,first step,1
297,challenge teacher,1
298,addressing challenge,1
299,feature address,1
300,software first,1
301,adoption effective,1
302,gain increasing,1
303,classroom-centered framework,1
304,affordances designed,1
305,learner-centered classroom-centered,1
306,critical success,1
307,paper trace,1
308,faced enactment,1
309,supportive feature,1
310,trace design,1
311,teacher faced,1
312,logistical issue,1
313,issue teacher,1
314,teacher face,1
315,effective use,1
316,pay close,1
317,designer match,1
318,applying new,1
319,technology satisfy,1
320,technology create,1
321,design create-a-world,1
322,establishing need,1
323,process including,1
324,environment matched,1
