,key,value
0,learning environment,24
1,high school,15
2,learning science,15
3,school student,14
4,collaborative learning,14
5,paper present,12
6,student learning,12
7,case study,11
8,learning outcome,10
9,middle school,10
10,child 's,10
11,nan,10
12,paper report,9
13,finding suggest,9
14,knowledge building,8
15,learning process,8
16,design learning,8
17,student understanding,8
18,result indicate,8
19,design-based research,8
20,student 's,7
21,inquiry learning,7
22,paper describe,6
23,support student,6
24,professional development,6
25,young child,6
26,paper describes,6
27,science education,6
28,help student,6
29,complex system,6
30,science learning,6
31,design principle,5
32,prior knowledge,5
33,problem solving,5
34,21st century,5
35,student teacher,5
36,learning activity,5
37,study examines,5
38,learning '',5
39,report result,5
40,new technology,5
41,student used,5
42,teaching learning,5
43,provide evidence,5
44,improve student,5
45,discus implication,4
46,implication finding,4
47,study two,4
48,suggest student,4
49,future work,4
50,present paper,4
51,learning community,4
52,student opportunity,4
53,student knowledge,4
54,impact student,4
55,instructional design,4
56,analyzing student,4
57,learning progression,4
58,student idea,4
59,science teacher,4
60,support teacher,4
61,order investigate,4
62,data collected,4
63,people 's,4
64,result showed,4
65,design research,4
66,recent research,4
67,asynchronous online,4
68,online discussion,4
69,reasoning skill,4
70,research practice,4
71,student science,4
72,brings together,4
73,theoretical perspective,4
74,design development,4
75,qualitative analysis,4
76,pre-service teacher,4
77,conceptual change,4
78,et al.,4
79,educational game,4
80,student learn,4
81,student use,4
82,study explores,4
83,formative assessment,4
84,enhance student,4
85,present case,3
86,knowledge construction,3
87,everyday life,3
88,online discourse,3
89,idea important,3
90,design experiment,3
91,young student,3
92,knowledge advancement,3
93,student engaged,3
94,classroom experiment,3
95,result suggest,3
96,implication future,3
97,preliminary result,3
98,pilot study,3
99,paper argues,3
100,social learning,3
101,research study,3
102,learning technology,3
103,support learning,3
104,finding implication,3
105,implication design,3
106,result indicated,3
107,student ability,3
108,tool used,3
109,recent year,3
110,inquiry science,3
111,allow u,3
112,teacher 's,3
113,network analysis,3
114,context student,3
115,literature review,3
116,curriculum material,3
117,examines whether,3
118,address issue,3
119,finding reveal,3
120,knowledge forum,3
121,curriculum unit,3
122,implication theory,3
123,effect size,3
124,longitudinal study,3
125,web 2.0,3
126,classroom practice,3
127,group one,3
128,grade student,3
129,learning game,3
130,make sense,3
131,used two,3
132,type learning,3
133,tool particular,3
134,group student,3
135,paper explores,3
136,science student,3
137,problem-based learning,3
138,climate change,3
139,log file,3
140,among student,3
141,game mechanic,3
142,game design,3
143,face challenge,3
144,agent-based model,3
145,one student,3
146,use tool,3
147,data source,3
148,'' ``,3
149,future learning,3
150,`` future,3
151,theme ``,3
152,learning resource,3
153,conceptual understanding,3
154,perspective learning,3
155,study examined,3
156,showed student,3
157,science inquiry,3
158,show student,3
159,cultural model,3
160,worked example,3
161,high level,3
162,evaluate argument,3
163,argumentation skill,3
164,learning cscl,3
165,support collaborative,3
166,supported collaborative,3
167,communication technology,3
168,epistemic belief,3
169,study investigated,3
170,student two,3
171,web-based inquiry,3
172,study investigates,3
173,metacognitive skill,3
174,student develop,3
175,paper discus,3
176,propose new,3
177,discourse analysis,3
178,school biology,3
179,science class,3
180,student may,3
181,research program,3
182,study conducted,3
183,digital medium,3
184,data mining,3
185,computer supported,3
186,machine learning,3
187,solve problem,3
188,paper show,3
189,collaborative process,3
190,study student,3
191,intelligent tutoring,3
192,different type,3
193,student n,3
194,better understand,3
195,research development,3
196,inquiry skill,3
197,present research,3
198,clinical interview,3
199,offer opportunity,3
200,environment student,3
201,science writing,3
202,four paper,3
203,symposium brings,3
204,earth science,3
205,analysis suggests,3
206,student learned,3
207,student conceptual,3
208,student received,3
209,content area,3
210,student work,3
211,report finding,3
212,knowledge creation,3
213,present design,3
214,artifact analysis,3
215,classroom task,3
216,curriculum student,3
217,collective knowledge,3
218,student engage,3
219,student active,3
220,various domain,3
221,pedagogical content,3
222,technological pedagogical,3
223,content knowledge,3
224,teacher participated,3
225,preliminary finding,3
226,content analysis,2
227,describe process,2
228,point view,2
229,social process,2
230,quantitative qualitative,2
231,use case,2
232,science program,2
233,analysis examine,2
234,ability engage,2
235,make decision,2
236,group discussion,2
237,learner make,2
238,group learner,2
239,science reasoning,2
240,year age,2
241,grade 3,2
242,collaborative knowledge,2
243,inform future,2
244,result inform,2
245,student make,2
246,tool development,2
247,game created,2
248,design implication,2
249,seamlessly integrated,2
250,formal representation,2
251,video game,2
252,address challenge,2
253,shed light,2
254,yet many,2
255,participation community,2
256,identity formation,2
257,'s knowledge,2
258,community paper,2
259,product finding,2
260,research design,2
261,resource design,2
262,technology support,2
263,sophisticated understanding,2
264,cognitive process,2
265,learning tool,2
266,used student,2
267,scientific knowledge,2
268,use talk,2
269,argument-based inquiry,2
270,purpose study,2
271,paper investigate,2
272,particular study,2
273,role learning,2
274,behavior learning,2
275,work show,2
276,instructional practice,2
277,research methodology,2
278,u understand,2
279,primary school,2
280,two case,2
281,may contribute,2
282,game one,2
283,two different,2
284,analysis technique,2
285,significant increase,2
286,learning experience,2
287,cognitive understanding,2
288,experience specifically,2
289,greater cognitive,2
290,study seek,2
291,text-based question,2
292,design workshop,2
293,actuator embedded,2
294,35 high,2
295,new instructional,2
296,e-textile construction,2
297,lilypad arduino,2
298,construction kit,2
299,school youth,2
300,interaction student,2
301,framework analyzing,2
302,learning drawing,2
303,three different,2
304,observation interview,2
305,approach discus,2
306,examine functional,2
307,drawing observation,2
308,development coherent,2
309,study curriculum,2
310,progression lp,2
311,approach research,2
312,practice paper,2
313,across level,2
314,student discourse,2
315,guide student,2
316,report study,2
317,study teacher,2
318,three year,2
319,change student,2
320,finding discussed,2
321,correlation estimate,2
322,4,2
323,computer-mediated learning,2
324,n 4,2
325,deep learning,2
326,community learner,2
327,teacher develop,2
328,develop knowledge,2
329,teacher professional,2
330,social interaction,2
331,process data,2
332,learning gain,2
333,investigate dynamic,2
334,study aim,2
335,dynamic student,2
336,group member,2
337,student required,2
338,century learning,2
339,student drawing,2
340,technology student,2
341,u make,2
342,two group,2
343,learning content,2
344,conducted student,2
345,learning material,2
346,research project,2
347,model problem-based,2
348,school science,2
349,three class,2
350,based upon,2
351,collaboration group,2
352,within group,2
353,whole-class discussion,2
354,need learn,2
355,game play,2
356,social network,2
357,learner also,2
358,engaging learner,2
359,present study,2
360,design process,2
361,'' learning,2
362,conference theme,2
363,significant advance,2
364,activity structure,2
365,problem-solving activity,2
366,cultural practice,2
367,learning scientist,2
368,approach used,2
369,measure student,2
370,framework conceptualizing,2
371,understanding paper,2
372,framework help,2
373,result discus,2
374,student need,2
375,understanding integration,2
376,theoretical framework,2
377,practice problem,2
378,common interactional,2
379,learning using,2
380,document naturally,2
381,interactional arrangement,2
382,support science,2
383,early childhood,2
384,naturally occurring,2
385,first step,2
386,everyday experience,2
387,student using,2
388,model show,2
389,content idea,2
390,idea manager,2
391,explanation finding,2
392,student explanation,2
393,finding demonstrate,2
394,student organized,2
395,united state,2
396,school subject,2
397,designing learning,2
398,paper first,2
399,study identify,2
400,aligned learning,2
401,collaboration script,2
402,investigated whether,2
403,used support,2
404,based analysis,2
405,computer- supported,2
406,analyzed term,2
407,pedagogical approach,2
408,personal epistemology,2
409,individual 's,2
410,educational context,2
411,writing skill,2
412,student discussion,2
413,writing explanation,2
414,contrast finding,2
415,science environment,2
416,many study,2
417,educational technology,2
418,science mathematics,2
419,science research,2
420,cognitive science,2
421,current research,2
422,engineering education,2
423,agent based,2
424,study 2,2
425,new form,2
426,study 1,2
427,positive impact,2
428,along specific,2
429,learn science,2
430,biology class,2
431,learning context,2
432,empirical evidence,2
433,research shown,2
434,supported student,2
435,student engaging,2
436,play context,2
437,engagement finding,2
438,student engagement,2
439,present two,2
440,provide way,2
441,experience student,2
442,learner use,2
443,way learner,2
444,use make,2
445,research agenda,2
446,new framework,2
447,support technology,2
448,describe theoretical,2
449,coherent research,2
450,educational data,2
451,working group,2
452,p lt,2
453,present work,2
454,collaborative group,2
455,process collaborative,2
456,learning potential,2
457,class learning,2
458,tool integrated,2
459,nature process,2
460,use chat,2
461,student prior,2
462,study examine,2
463,productive failure,2
464,describes two,2
465,classroom-based study,2
466,conducted five,2
467,condition regular,2
468,four condition,2
469,tutoring system,2
470,deep understanding,2
471,graphical representation,2
472,multiple representation,2
473,prior research,2
474,compared four,2
475,learning task,2
476,student worked,2
477,address learning,2
478,understanding complex,2
479,paper propose,2
480,learning approach,2
481,approach address,2
482,research support,2
483,model story,2
484,cognitive tutor,2
485,future direction,2
486,new learning,2
487,used effectively,2
488,active learning,2
489,understanding student,2
490,learner interact,2
491,result implication,2
492,learning occurs,2
493,design instructional,2
494,learning theory,2
495,university student,2
496,experience need,2
497,learner must,2
498,need better,2
499,teacher school,2
500,research often,2
501,theory useful,2
502,inference student,2
503,demonstrate knowledge,2
504,immersive environment,2
505,assessment design,2
506,knowledge skill,2
507,environment provide,2
508,study focus,2
509,setting symposium,2
510,international set,2
511,context method,2
512,research context,2
513,classroom '',2
514,set presenter,2
515,field study,2
516,research learning,2
517,within learning,2
518,paper presented,2
519,symposium bring,2
520,student symposium,2
521,contemporary science,2
522,scientific practice,2
523,instructional material,2
524,result design-based,2
525,'s development,2
526,able use,2
527,suggest child,2
528,designed provide,2
529,study suggest,2
530,evidence reported,2
531,writing heuristic,2
532,heuristic swh,2
533,elementary science,2
534,science classroom,2
535,view knowledge,2
536,become aware,2
537,system lens,2
538,teacher need,2
539,goal identify,2
540,analysis used,2
541,focus role,2
542,inquiry activity,2
543,hypothesis furthermore,2
544,furthermore knowledge,2
545,one important,2
546,science curriculum,2
547,active engagement,2
548,higher level,2
549,context within,2
550,learning classroom,2
551,small group,2
552,whole class,2
553,classroom setting,2
554,technology used,2
555,student gain,2
556,math student,2
557,educational reform,2
558,et al,2
559,contrast student,2
560,observation student,2
561,first year,2
562,school classroom,2
563,practice support,2
564,learning finding,2
565,technology-rich classroom,2
566,conceptual learning,2
567,effect instructor,2
568,student perception,2
569,al. 2010,2
570,thinking skill,2
571,important component,2
572,adopted science,2
573,secondary school,2
574,design decision,2
575,cognitive metacognitive,2
576,approach science,2
577,student benefit,2
578,inquiry model,2
579,information communication,2
580,effective way,2
581,inquiry-based science,2
582,inform design,2
583,opportunity engage,2
584,whether digital,2
585,within framework,2
586,discovery learning,2
587,consists two,2
588,game student,2
589,may influence,2
590,power influence,2
591,group work,2
592,collaborative work,2
593,final product,2
594,support group,2
595,educational psychology,2
596,four question,2
597,research question,2
598,data practice,2
599,student finding,2
600,requires student,2
601,result study,2
602,early stage,2
603,real world,2
604,suggests student,2
605,two condition,2
606,show gesture,2
607,order understand,2
608,bidirectional artifact,2
609,young people,2
610,student participated,2
611,group 's,2
612,work together,2
613,access conversational,2
614,perceived merit,2
615,conversational floor,2
616,interactional space,2
617,learning artifact,2
618,also able,2
619,collaborative task,2
620,student greater,2
621,argue student,2
622,student difficulty,2
623,student reasoning,2
624,data student,2
625,task constructing,2
626,analysis 29,2
627,two third-grade,2
628,question pop-up,2
629,interview answered,2
630,result qualitative,2
631,constructing pop-up,2
632,answered question,2
633,semi-structured interview,2
634,book post-construction,2
635,31 child,2
636,presented 31,2
637,third-grade classroom,2
638,post-construction found,2
639,'s semi-structured,2
640,29 child,2
641,pop-up book,2
642,class used,2
643,student argumentation,2
644,skill related,2
645,refinement tool,2
646,system study,2
647,interview student,2
648,science topic,2
649,knowledge claim,2
650,theory cognition,2
651,classroom student,2
652,cognition learning,2
653,understanding core,2
654,grade level,2
655,within across,2
656,designed based,2
657,promoting student,2
658,transformation matter,2
659,activity data,2
660,context specific,2
661,idea reasoning,2
662,better understanding,2
663,student inquiry,2
664,important aspect,2
665,research suggests,2
666,develop time,2
667,finding highlight,2
668,science lesson,2
669,hong kong,2
670,using digital,2
671,teacher experience,2
672,inquiry-based learning,2
673,teacher designing,2
674,finding contribute,2
675,student level,2
676,paper introduces,2
677,student taking,2
678,goal study,2
679,growth student,2
680,actively engaged,2
681,future research,2
682,relation among,2
683,play role,2
684,model student,2
685,environment foster,2
686,college student,2
687,'s life,2
688,project conducted,2
689,learning due,2
690,school high,2
691,student motivation,2
692,question student,2
693,conceptual framework,2
694,four general,2
695,teacher implemented,2
696,critical aspect,2
697,course designed,2
698,mathematical reasoning,2
699,teacher interview,2
700,idea however,2
701,understanding idea,2
702,development project,2
703,today 's,2
704,science well,2
705,reflect cultural,2
706,play learning,2
707,describe design,2
708,classroom learning,2
709,use student,2
710,stem discipline,2
711,empirical investigation,2
712,gesture use,2
713,potential moderator,2
714,targeted role,2
715,result using,2
716,herewith foster,2
717,script domain-specific,2
718,support positively,2
719,meta-analytical integration,2
720,beneficial way,2
721,domain-general learning,2
722,model meta-analysis,2
723,research cscl,2
724,additional content,2
725,cscl script,2
726,support potential,2
727,amount research,2
728,domain amount,2
729,effect model,2
730,meta-analysis integrated,2
731,time meta-analytical,2
732,13 study,2
733,size 19,2
734,using random,2
735,effect learning,2
736,influence effectivity,2
737,estimated additionally,2
738,average effect,2
739,script average,2
740,meta-analysis targeted,2
741,integrated effect,2
742,outcome estimated,2
743,foster learning,2
744,process beneficial,2
745,way herewith,2
746,effectivity cscl,2
747,approach structure,2
748,effective approach,2
749,moderate effect,2
750,positively influence,2
751,derived 13,2
752,additionally meta-analysis,2
753,grows right,2
754,structure collaborative,2
755,well domain-general,2
756,right time,2
757,comparison derived,2
758,effect cscl,2
759,moderator result,2
760,script effective,2
761,script grows,2
762,random effect,2
763,outcome various,2
764,script moderate,2
765,19 comparison,2
766,domain-specific learning,2
767,study cscl,2
768,content support,2
769,integration result,2
770,indicate cscl,2
771,outcome additional,2
772,role additional,2
773,domain-specific well,2
774,formal school,2
775,elementary school,2
776,level formal,2
777,purpose symposium,2
778,student scientific,2
779,explore student,2
780,analysis trace,2
781,study explore,2
782,strategy student,2
783,learning particularly,2
784,scientific phenomenon,2
785,finding indicate,2
786,system perspective,2
787,provided insight,2
788,finding provided,2
789,examine group,2
790,knowledge community,2
791,learning instruction,2
792,significant difference,2
793,formative evaluation,2
794,evaluation student,2
795,multiple data,2
796,creating condition,2
797,show idea,2
798,unit study,2
799,research aim,2
800,effective instructional,2
801,task also,2
802,experience science,2
803,science instruction,2
804,provide overview,2
805,teacher use,2
806,student contribution,2
807,teacher increased,2
808,role teacher,2
809,effort develop,2
810,mechanistic reasoning,2
811,theory practice,2
812,embedded assessment,2
813,design enactment,2
814,development mathematical,2
815,present preliminary,2
816,unique affordances,2
817,symposium present,2
818,learning development,2
819,external process,1
820,make individual,1
821,insight development,1
822,dealing controversy,1
823,opinion topic,1
824,view used,1
825,think-aloud data,1
826,shared text,1
827,think aloud,1
828,analyzed development,1
829,cognitive social,1
830,perception shared,1
831,addition analyzed,1
832,participant working,1
833,shared participant,1
834,process knowledge,1
835,common presentation,1
836,well co-evolution,1
837,outline opinion,1
838,process think,1
839,construction describe,1
840,controversy effectiveness,1
841,thinking writing,1
842,process well,1
843,resulting knowledge,1
844,purpose dealing,1
845,homeopathic medicine,1
846,individual process,1
847,participant opposing,1
848,aloud make,1
849,text combined,1
850,respect quantitative,1
851,presentation outline,1
852,influenced procedure,1
853,data measure,1
854,development shared,1
855,process influenced,1
856,development perception,1
857,construction respect,1
858,shared document,1
859,topic alternating,1
860,writing cognitive,1
861,medicine participant,1
862,qualitative process,1
863,process particular,1
864,conclusion discus,1
865,participant resulting,1
866,analyzed interplay,1
867,measure internal,1
868,analysis think-aloud,1
869,used shared,1
870,interplay participant,1
871,co-evolution thinking,1
872,two participant,1
873,participant thinking,1
874,process conclusion,1
875,writing process,1
876,procedure led,1
877,alternating process,1
878,led insight,1
879,effectiveness homeopathic,1
880,finding understanding,1
881,turn common,1
882,working turn,1
883,process observable,1
884,particular analyzed,1
885,combined content,1
886,opposing point,1
887,understanding process,1
888,internal external,1
889,document purpose,1
890,observable addition,1
891,science learner,1
892,informed choice,1
893,reasoning therefore,1
894,support learner,1
895,make learner,1
896,life one,1
897,learning ability,1
898,make informed,1
899,achieving goal,1
900,support needed,1
901,paper use,1
902,learner often,1
903,decision-making practice,1
904,life-relevant learning,1
905,learner decision-making,1
906,using science,1
907,choice examine,1
908,semi-structured activity,1
909,decision support,1
910,choose pursue,1
911,personal investigation,1
912,examine three,1
913,developed kitchen,1
914,kitchen chemistry,1
915,study analysis,1
916,adult facilitation,1
917,child design,1
918,goal developed,1
919,reason disengagement,1
920,goal using,1
921,creating science,1
922,learner kitchen,1
923,examine use,1
924,engage science,1
925,discussion adult,1
926,often given,1
927,science disconnected,1
928,context achieving,1
929,technology interact,1
930,program emphasize,1
931,facilitation mobile,1
932,chance choose,1
933,disconnected everyday,1
934,pursue personal,1
935,disengagement learner,1
936,three group,1
937,given chance,1
938,therefore creating,1
939,decision learner,1
940,engage support,1
941,student often,1
942,chemistry analyze,1
943,emphasize life-relevant,1
944,support child,1
945,one reason,1
946,needed make,1
947,often find,1
948,activity whole,1
949,investigation paper,1
950,whole group,1
