,key,value
0,learning environment,11
1,student learning,7
2,problem solving,6
3,paper describes,5
4,case study,5
5,support student,5
6,paper discus,5
7,high school,5
8,paper report,4
9,helping student,4
10,whether student,4
11,paper present,4
12,learning science,4
13,student think,4
14,student understanding,4
15,collaborative learning,4
16,paper describe,4
17,school student,4
18,middle school,4
19,educational technology,3
20,science classroom,3
21,addressing problem,3
22,student understand,3
23,way student,3
24,web-based tool,3
25,among participant,3
26,understanding learning,3
27,student need,3
28,implication future,3
29,future research,3
30,representing different,3
31,designed support,3
32,many student,3
33,used support,3
34,virtual environment,3
35,help student,3
36,development project,3
37,student work,3
38,student use,2
39,undergraduate student,2
40,use technology,2
41,assessment used,2
42,present study,2
43,educational research,2
44,social science,2
45,student construct,2
46,science research,2
47,complex system,2
48,higher level,2
49,present model,2
50,teaching learning,2
51,student able,2
52,different area,2
53,different level,2
54,aim paper,2
55,student teacher,2
56,understanding paper,2
57,information pattern,2
58,knowledge across,2
59,learning process,2
60,teacher learning,2
61,problem-based learning,2
62,learning pbl,2
63,conceptual understanding,2
64,provide student,2
65,student inquiry,2
66,learning using,2
67,software environment,2
68,teacher need,2
69,two key,2
70,research discussed,2
71,science unit,2
72,growth student,2
73,purpose study,2
74,study describe,2
75,one 's,2
76,cognitive science,2
77,system used,2
78,university student,2
79,student representing,2
80,new learning,2
81,environment may,2
82,school district,2
83,local goal,2
84,student 's,2
85,science education,2
86,used learned,2
87,science curriculum,2
88,learning technology,2
89,support learner,2
90,line research,2
91,student engaged,2
92,technology within,2
93,study dynamic,2
94,technology study,2
95,conceptual framework,2
96,domain mathematics,2
97,procedural skill,2
98,conceptual knowledge,2
99,system use,2
100,researcher teacher,2
101,curriculum integration,2
102,part paper,2
103,study examines,2
104,understanding student,2
105,earth science,2
106,physical science,2
107,achievement level,2
108,chemistry student,2
109,human learning,2
110,technology support,2
111,data collected,2
112,student develop,2
113,finding suggest,2
114,show student,2
115,study also,2
116,study explores,2
117,also provides,2
118,study designed,2
119,accomplish goal,2
120,web page,2
121,used science,2
122,environment used,2
123,several year,2
124,scaffold support,2
125,improve understanding,2
126,student also,2
127,session show,2
128,log file,2
129,child 's,2
130,'' system,2
131,virtual reality,2
132,interaction within,2
133,computer-supported collaborative,2
134,poster describe,2
135,peer interaction,2
136,strategy student,2
137,used several,2
138,learning design,2
139,feature learning,2
140,designed help,2
141,experiment conducted,2
142,method teaching,2
143,result implication,2
144,environment paper,2
145,research project,2
146,followed discussion,2
147,immersive virtual,2
148,research study,2
149,study conducted,2
150,making inquiry,2
151,student learn,2
152,pilot study,2
153,lesson learned,2
154,within new,2
155,learner-centered design,2
156,work domain,2
157,framework describing,2
158,instructional design,2
159,real-world problem,2
160,scientific principle,2
161,interaction serve,2
162,school reform,2
163,discourse analysis,2
164,relationship conducted,2
165,learning community,2
166,mentoring relationship,2
167,within group,2
168,participant learning,2
169,technology microcomputer-based,1
170,using two,1
171,two instructional,1
172,result class,1
173,digital video,1
174,related collision,1
175,principle student,1
176,class introductory,1
177,student regarding,1
178,learning physic,1
179,goal project,1
180,laboratory digital,1
181,video analysis,1
182,introductory undergraduate,1
183,physic student,1
184,conservation principle,1
185,long-term goal,1
186,data presentation,1
187,presentation focus,1
188,concept related,1
189,collision conservation,1
190,microcomputer-based laboratory,1
191,analysis experimental,1
192,physic using,1
193,experimental data,1
194,learning concept,1
195,regarding learning,1
196,focus result,1
197,undergraduate physic,1
198,explore undergraduate,1
199,instructional technology,1
200,project explore,1
201,discus implication,1
202,research epistemology,1
203,presumed unitary,1
204,propose manifold,1
205,manifold ontology,1
206,`` belief,1
207,'' discus,1
208,epistemology presumed,1
209,implication instruction,1
210,unitary ontology,1
211,ontology ``,1
212,`` resource,1
213,belief '',1
214,'' propose,1
215,resource '',1
216,frederiksen collins,1
217,secondary science,1
218,establishing valid,1
219,carry '',1
220,seeking partly,1
221,summative assessment,1
222,genscope dragon,1
223,24 secondary,1
224,showed genscope,1
225,targeted summative,1
226,environment least,1
227,gain seeking,1
228,third issue,1
229,federal policy,1
230,genetics reasoning,1
231,`` carry,1
232,study confirmed,1
233,research first,1
234,reasoning gain,1
235,computer lab,1
236,curriculum enhancing,1
237,classroom encounter,1
238,three classroom,1
239,classroom second,1
240,`` systemic,1
241,unresolved issue,1
242,classroom third,1
243,degree compromise,1
244,formative assessment,1
245,enhancement ``,1
246,study three,1
247,second addressing,1
248,'' validity,1
249,validity frederiksen,1
250,policy report,1
251,classroom present,1
252,dramatic reasoning,1
253,broader collaboration,1
254,implementing genscope,1
255,reported study,1
256,computer-supported learning,1
257,issue concerned,1
258,'' genscope,1
259,problem establishing,1
260,reasoning targeted,1
261,refinement made,1
262,withholding activity,1
263,confirmed enhancement,1
264,laptop computer,1
265,genscope classroom,1
266,curriculum formative,1
267,regarding educational,1
268,yielded dramatic,1
269,light recent,1
270,partly addressing,1
271,least effective,1
272,report regarding,1
273,continuing refinement,1
274,four unresolved,1
275,final issue,1
276,ability follow-up,1
277,shared computer,1
278,used laptop,1
279,collaboration considered,1
280,`` evidential,1
281,first addressing,1
282,recent federal,1
283,small acceptable,1
284,assessment practice,1
285,addressing previous,1
286,assessment withholding,1
287,effective conventional,1
288,result broader,1
289,conventional curriculum,1
290,collins 1989,1
291,one aspect,1
292,one two,1
293,valid comparison,1
294,installed biology,1
295,two genscope,1
296,comparison classroom,1
297,concerned one,1
298,compromise ``,1
299,activity one,1
300,classroom established,1
301,presented small,1
302,difficulty implementing,1
303,considered light,1
304,enhancing genetics,1
305,computer installed,1
306,prior research,1
307,aspect curriculum,1
308,encounter ``,1
309,research assessment,1
310,classroom showed,1
311,follow-up study,1
312,evidential '',1
313,specific result,1
314,acceptable degree,1
315,1989 presented,1
316,issue prior,1
317,addressing four,1
318,biology classroom,1
319,study 24,1
320,familiar genscope,1
321,made genscope,1
322,previous difficulty,1
323,concerned continuing,1
324,used familiar,1
325,technology educational,1
326,genscope computer-supported,1
327,genscope shared,1
328,reasoning ability,1
329,established valid,1
330,study used,1
331,curriculum final,1
332,dragon scaffold,1
333,systemic '',1
334,scaffold reasoning,1
335,classroom yielded,1
336,genscope curriculum,1
337,previously reported,1
338,lab follow-up,1
339,validity specific,1
340,found conceptual,1
341,solving difference,1
