,key,value
0,collaborative learning,38
1,learning environment,36
2,paper describes,14
3,student ’,13
4,paper present,11
5,learning community,10
6,paper describe,9
7,support collaborative,8
8,problem solving,8
9,learning cscl,8
10,computer supported,8
11,result show,7
12,professional development,7
13,student teacher,7
14,communication tool,7
15,supported collaborative,6
16,system support,6
17,computer-supported collaborative,6
18,cscl research,5
19,support learning,5
20,cscl environment,5
21,small group,5
22,teaching learning,5
23,online learning,5
24,paper explores,5
25,paper report,5
26,learning activity,5
27,cscl system,5
28,help student,5
29,young child,5
30,collaborative knowledge,5
31,environment student,5
32,two different,4
33,shared knowledge,4
34,paper explore,4
35,child ’,4
36,learning process,4
37,case study,4
38,learning paper,4
39,student learning,4
40,empirical study,4
41,preservice teacher,4
42,school student,4
43,paper discus,4
44,discussion board,4
45,networked learning,4
46,collaborative activity,4
47,web-based learning,4
48,developed support,4
49,lifelong learning,4
50,synchronous collaboration,4
51,design development,4
52,groupware system,4
53,child learn,4
54,elementary school,4
55,collaborative problem,4
56,knowledge construction,4
57,university student,4
58,among student,4
59,community learner,4
60,et al.,4
61,student working,4
62,knowledge building,4
63,network analysis,4
64,social network,4
65,classroom activity,4
66,interactive event,4
67,learning outcome,3
68,technology support,3
69,study analyzed,3
70,important role,3
71,collaboration learning,3
72,group work,3
73,online communication,3
74,particularly useful,3
75,research project,3
76,content analysis,3
77,knowledge collaborative,3
78,analysis used,3
79,helping student,3
80,student collaborate,3
81,activity theory,3
82,university education,3
83,learning science,3
84,handheld computer,3
85,support student,3
86,online environment,3
87,middle school,3
88,working collaborative,3
89,paper examine,3
90,team member,3
91,classroom teacher,3
92,personal computer,3
93,classroom practice,3
94,working together,3
95,communication collaboration,3
96,support system,3
97,community building,3
98,information communication,3
99,communication technology,3
100,major role,3
101,shared workspace,3
102,field study,3
103,paper focus,3
104,collaborative interaction,3
105,’ collaborative,3
106,study carried,3
107,use two,3
108,distance learning,3
109,study student,3
110,computer-mediated communication,3
111,result indicate,3
112,effect different,3
113,study investigates,3
114,different phase,3
115,high school,3
116,use collaborative,3
117,process related,3
118,research explore,3
119,learning technology,3
120,collaborative software,3
121,learning system,3
122,web page,3
123,institute technology,3
124,finding suggest,3
125,student learn,3
126,external representation,3
127,representation learner,3
128,student used,3
129,teacher student,3
130,environment designed,3
131,short paper,3
132,problem based,3
133,higher education,3
134,thinking tag,3
135,virtual reality,3
136,interaction among,3
137,tool support,3
138,future learning,3
139,educational setting,3
140,social interaction,3
141,science education,3
142,design evaluation,3
143,related learning,3
144,theoretical framework,3
145,community practice,3
146,study collaborative,3
147,distributed learning,3
148,ubiquitous computing,3
149,benefit technology,3
150,provides student,3
151,human activity,2
152,discus issue,2
153,situated action,2
154,development shared,2
155,’ model,2
156,increasingly used,2
157,explanation learning,2
158,performance learning,2
159,gender equity,2
160,result suggest,2
161,role play,2
162,process product,2
163,collaboration paper,2
164,facilitation may,2
165,learning situation,2
166,learning approach,2
167,learning group,2
168,knowledge together,2
169,knowledge sharing,2
170,build knowledge,2
171,result also,2
172,also found,2
173,communication channel,2
174,cooperation task,2
175,style also,2
176,lesson learned,2
177,first year,2
178,synchronous communication,2
179,week result,2
180,environment using,2
181,teaching may,2
182,data analysis,2
183,analytic tool,2
184,tool also,2
185,study examined,2
186,’ view,2
187,also used,2
188,interest using,2
189,use problem,2
190,type learning,2
191,environment requires,2
192,new type,2
193,environment found,2
194,design implementation,2
195,approach student,2
196,address problem,2
197,activity design,2
198,environment however,2
199,problem-based learning,2
200,system design,2
201,use online,2
202,face face,2
203,secondary teacher,2
204,designed support,2
205,web site,2
206,pre-service teacher,2
207,report user,2
208,approach produce,2
209,research development,2
210,teacher education,2
211,school education,2
212,environment support,2
213,describe approach,2
214,effort create,2
215,enable student,2
216,one critical,2
217,study middle,2
218,setting goal,2
219,tool designed,2
220,student use,2
221,activity setting,2
222,cognitive activity,2
223,result study,2
224,designed enable,2
225,inquiry-based science,2
226,discussion describe,2
227,online discussion,2
228,knowledge-building tool,2
229,describe system,2
230,research finding,2
231,discussion often,2
232,computer-mediated collaboration,2
233,collaboration tool,2
234,goal research,2
235,peer tutor,2
236,classroom setting,2
237,support collaboration,2
238,key component,2
239,complex task,2
240,content strategy,2
241,software tool,2
242,different approach,2
243,learning task,2
244,performance addition,2
245,collaborative e-learning,2
246,received team,2
247,discussion classroom,2
248,analysis revealed,2
249,student role,2
250,computer technology,2
251,technology used,2
252,learner working,2
253,mean communication,2
254,enhancing collaboration,2
255,learning strategy,2
256,development resource,2
257,web-based tool,2
258,build learning,2
259,practice school,2
260,seen major,2
261,change role,2
262,learning small,2
263,effective development,2
264,new learning,2
265,technology ict,2
266,workspace system,2
267,type support,2
268,system provide,2
269,computer system,2
270,shared understanding,2
271,collaboration larger,2
272,move away,2
273,desktop computer,2
274,using technology,2
275,briefly discussed,2
276,different type,2
277,user took,2
278,future work,2
