,key,value
0,nan,169
1,collaborative learning,20
2,paper present,9
3,result show,8
4,group member,7
5,knowledge construction,6
6,collaboration script,6
7,small group,6
8,case study,6
9,learning environment,6
10,future research,5
11,positive effect,5
12,collaborative activity,5
13,result indicate,5
14,analysis revealed,4
15,result showed,4
16,paper describes,4
17,learning experience,4
18,learning outcome,4
19,support collaborative,4
20,computer-supported collaborative,4
21,data analysis,4
22,knowledge creation,3
23,participated study,3
24,student knowledge,3
25,present study,3
26,domain-specific knowledge,3
27,student use,3
28,study also,3
29,collaborative knowledge,3
30,learning setting,3
31,learning design,3
32,design-based research,3
33,cscl research,3
34,two case,3
35,conceptual understanding,3
36,study report,3
37,teacher 's,3
38,learning community,3
39,collaborative process,3
40,shared understanding,3
41,research project,3
42,individual student,3
43,supported collaborative,3
44,study examined,3
45,cscl environment,3
46,online discourse,3
47,student work,3
48,online group,3
49,student participated,3
50,problem solving,3
51,online discussion,3
52,knowledge forum,3
53,knowledge building,3
54,web forum,2
55,professional development,2
56,worked example,2
57,form support,2
58,face challenge,2
59,concept map,2
60,experimental design,2
61,collaboration quality,2
62,study explored,2
63,quality student,2
64,would lead,2
65,statistical analysis,2
66,classroom practice,2
67,practice future,2
68,research discussed,2
69,challenge constructing,2
70,examined effect,2
71,learning system,2
72,study attempt,2
73,important component,2
74,knowledge acquisition,2
75,support student,2
76,process outcome,2
77,aim study,2
78,environment support,2
79,two type,2
80,effect domain-specific,2
81,university student,2
82,design two,2
83,collaborative writing,2
84,construct system,2
85,activity involve,2
86,learning history,2
87,address issue,2
88,teaching learning,2
89,paper focus,2
90,learning approach,2
91,learning process,2
92,analysis visualization,2
93,seamless learning,2
94,group interaction,2
95,present empirical,2
96,compared two,2
97,practical implication,2
98,result discussed,2
99,student collaborative,2
100,design study,2
101,found student,2
102,key dimension,2
103,group paper,2
104,support collaboration,2
105,web 2.0,2
106,classroom activity,2
107,classroom environment,2
108,32 student,2
109,offer insight,2
110,communication team,2
111,support acquisition,2
112,group product,2
113,education student,2
114,secondary education,2
115,multiple source,2
116,study investigates,2
117,group secondary,2
118,information multiple,2
119,process analysis,2
120,many researcher,2
121,technological support,2
122,learning science,2
123,increasingly used,2
124,result indicated,2
125,learning activity,2
126,environment student,2
127,collaborative work,2
128,role individual,2
129,paper proposes,2
130,problem-solving task,2
131,study investigated,2
132,design principle,2
133,rating result,2
134,study examines,2
135,student working,2
136,competence yet,2
137,student would,2
138,secondary student,2
139,moderate effect,2
140,analysis using,2
141,design learning,2
142,computer supported,2
143,communication technology,2
144,relationship among,2
145,assessment learning,2
146,allows student,2
147,online learning,2
148,working group,2
149,assessment tool,2
150,cscl context,2
151,student online,2
152,result suggest,2
153,conducted two,2
154,based student,2
155,two year,2
156,paper explores,2
157,awareness tool,2
158,study effect,2
159,control condition,2
160,different type,2
161,group discussion,2
162,setting shown,2
163,higher level,2
164,individual knowledge,2
165,study compared,2
166,present paper,2
167,field study,2
168,online search,2
169,effect script,2
170,learner learning,2
171,social interaction,2
172,line investigation,2
173,empirical study,2
174,researcher cscl,2
175,desired learning,2
176,collective knowledge,2
177,process namely,2
178,learning cscl,2
179,design enactment,2
180,study address,2
181,bridge gap,2
182,pedagogical design,2
183,help u,2
184,one two,2
185,learning unit,2
186,researcher worked,2
187,also discussed,2
188,work towards,2
189,machine learning,2
190,approach cscl,2
191,collaborative practice,2
192,new knowledge,2
193,educational data,2
194,data mining,2
195,address problem,2
196,teacher student,2
197,teaching practice,2
198,grade 4,2
199,4 student,2
200,discourse analysis,2
201,teacher learning,2
202,theoretical framework,2
203,student understanding,2
204,help teacher,2
205,us tool,2
206,experienced teacher,2
207,analysis study,2
208,teacher lesson,2
209,knowledge advancement,2
210,student portfolio,2
211,identified three,2
212,provided ideological,1
213,type communication,1
214,relevant knowledge,1
215,role structure,1
216,persuasion primarily,1
217,construction able,1
218,follower impartment,1
219,role kind,1
220,aspect 1,1
221,approach so-called,1
222,knowledge persuasion,1
223,impartment knowledge,1
224,able identify,1
225,practice exchange,1
226,four aspect,1
227,played role,1
228,`` different,1
229,certain view,1
230,1 imparting,1
231,alternative medical,1
232,view world,1
233,ideological guidance,1
234,primarily based,1
235,opinion order,1
236,faith '',1
237,dissident '',1
238,guru 3,1
239,2 role,1
240,centered one,1
241,information opinion,1
242,persuasion reinforcement,1
243,hostility rejection,1
244,'' attitude,1
245,emotional type,1
246,entire communication,1
247,analysis web,1
248,guidance system,1
249,primordial food,1
250,within community,1
251,separation ``,1
252,`` dissident,1
253,communication 4,1
254,analysis knowledge,1
255,gathered community,1
256,reinforcement follower,1
257,kind guru,1
258,communication centered,1
259,present hermeneutic,1
260,develop relevant,1
261,4 separation,1
262,community practice,1
263,one individual,1
264,knowledge analysis,1
265,towards standard,1
266,creation provided,1
267,community entire,1
268,identify four,1
269,so-called urkost,1
270,medical approach,1
271,attitude towards,1
272,supporter alternative,1
273,expert played,1
274,hermeneutic analysis,1
275,structure within,1
276,people ``,1
277,different faith,1
278,pas develop,1
279,'' towards,1
280,urkost ``,1
281,`` primordial,1
282,world knowledge,1
283,movement gathered,1
284,standard medicine,1
285,food '',1
286,medicine characterized,1
287,strong hostility,1
288,characterized strong,1
289,'' movement,1
290,forum supporter,1
291,exchange information,1
292,towards people,1
293,order pas,1
294,system 2,1
295,imparting certain,1
296,individual expert,1
297,3 persuasion,1
298,based emotional,1
299,supported professional,1
300,development research,1
301,change develop,1
302,involvement student,1
303,element unique,1
304,example shadow,1
305,creative role,1
306,team creating,1
307,form nsf-,1
308,conceptual pedagogical,1
309,explores teacher,1
310,several element,1
311,teacher expected,1
312,lesson study,1
313,review novel,1
314,video worked,1
315,including creative,1
316,repository video,1
317,school curriculum,1
318,role teacher,1
319,assume implementation,1
320,creating peer,1
321,unique including,1
322,poster review,1
323,japanese lesson,1
324,teacher interaction,1
325,research explores,1
326,ies- supported,1
327,collaboration methodology,1
328,expected assume,1
329,methodology teacher,1
330,student team,1
331,shadow school,1
332,nsf- ies-,1
333,peer video,1
334,develop repository,1
335,novel form,1
336,teacher conceptual,1
337,pedagogical change,1
338,curriculum several,1
339,implementation japanese,1
340,interaction involvement,1
341,study collaboration,1
342,combined individual,1
343,8th grade,1
344,facilitate student,1
345,map prior,1
346,opportunity facilitate,1
347,effect teacher,1
348,idea high-quality,1
349,however student,1
350,modeling prompt,1
351,received teacher,1
352,quality concept,1
353,explored multiple,1
354,group concept,1
355,individual preparation,1
356,effective combined,1
357,science classroom,1
358,map received,1
359,meaningful individual,1
360,revealed group,1
361,2 x,1
362,design examined,1
363,map ninety-five,1
364,effect meaningful,1
365,high-quality group,1
366,prompt generated,1
367,support foster,1
368,grade science,1
369,teacher modeling,1
370,understanding science,1
371,learning provides,1
372,construction however,1
373,implication classroom,1
374,lead deeper,1
375,2 experimental,1
376,highest quality,1
