,key,value
0,collaborative learning,26
1,learning environment,13
2,paper present,12
3,cscl environment,11
4,problem solving,11
5,learning activity,10
6,knowledge building,9
7,paper describes,9
8,nan,9
9,online discussion,8
10,group member,8
11,paper report,7
12,case study,7
13,computer-supported collaborative,7
14,online learning,6
15,social network,6
16,result suggest,6
17,learning process,6
18,collaborative problem,6
19,result show,6
20,current study,6
21,small group,6
22,knowledge forum,5
23,network analysis,5
24,online community,5
25,collaborative activity,5
26,experimental study,5
27,supported collaborative,5
28,collaboration script,5
29,cognitive process,5
30,high school,5
31,interaction analysis,4
32,learning cscl,4
33,result showed,4
34,student learn,4
35,virtual environment,4
36,individual learning,4
37,two group,4
38,preliminary result,4
39,one 's,4
40,cscl tool,4
41,computer supported,4
42,cscl research,4
43,cscl community,4
44,group performance,4
45,group student,4
46,student participated,4
47,school student,4
48,grade student,3
49,collective knowledge,3
50,student collaboratively,3
51,encourage student,3
52,analysis suggests,3
53,group learner,3
54,critical thinking,3
55,study conducted,3
56,community practice,3
57,teacher 's,3
58,professional development,3
59,teacher belief,3
60,paper discus,3
61,collaborative knowledge,3
62,understanding process,3
63,student use,3
64,research question,3
65,knowledge acquisition,3
66,result regarding,3
67,distributed across,3
68,education course,3
69,learning pbl,3
70,tool developed,3
71,computer-supported collaboration,3
72,virtual world,3
73,student used,3
74,informal learning,3
75,study focus,3
76,paper explore,3
77,video game,3
78,individual social,3
79,present study,3
80,learning outcome,3
81,relationship student,3
82,learning context,3
83,study explores,3
84,finding indicate,3
85,study investigated,3
86,result study,3
87,online collaboration,3
88,collaborative technology,3
89,preservice teacher,3
90,collaborative task,3
91,pilot study,3
92,interaction among,3
93,student experience,3
94,student group,3
95,classroom practice,3
96,study examined,3
97,asynchronous discussion,3
98,student also,3
99,present result,3
100,learning student,3
101,technology used,3
102,online group,3
103,discussion forum,3
104,shared understanding,3
105,student participation,3
106,information sharing,3
107,result indicate,3
108,shared graphical,2
109,interaction space,2
110,dual interaction,2
111,representation used,2
112,vmt chat,2
113,make sense,2
114,cscl system,2
115,student working,2
116,individual community,2
117,1 student,2
118,level student,2
119,x 2,2
120,collaboration student,2
121,four different,2
122,analytic framework,2
123,way researcher,2
124,theoretical perspective,2
125,cscl researcher,2
126,environment encourage,2
127,activity paper,2
128,concept cscl,2
129,student work,2
130,synchronous chat,2
131,effectiveness online,2
132,cscl context,2
133,work cscl,2
134,design framework,2
135,using social,2
136,developed set,2
137,support group,2
138,research conducted,2
139,multilevel analysis,2
140,face-to-face discussion,2
141,personal information,2
142,effective student,2
143,closer look,2
144,although study,2
145,seek understand,2
146,'s activity,2
147,learner 's,2
148,solving activity,2
149,real world,2
150,knowledge skill,2
151,multi-user virtual,2
152,present method,2
153,exploratory study,2
154,development educational,2
155,one teacher,2
156,'s learning,2
157,two year,2
158,support teacher,2
159,'s theory,2
160,medium level,2
161,provide new,2
162,possibility collaborative,2
163,theoretical framework,2
164,group use,2
165,student perception,2
166,use utility,2
167,'s role,2
168,monitor interaction,2
169,'s knowledge,2
170,higher education,2
171,information distributed,2
172,mutual model,2
173,science instruction,2
174,problem-based learning,2
175,'s online,2
176,teacher education,2
177,first author,2
178,learning setting,2
179,close analysis,2
180,use group,2
181,aim study,2
182,learning partner,2
183,knowledge elaboration,2
184,qualitative study,2
185,study student,2
186,study investigate,2
187,described paper,2
188,`` knowledge,2
189,study described,2
190,approach based,2
191,used produce,2
192,two main,2
193,cscl learning,2
194,quality quantity,2
195,social activity,2
196,gaining access,2
197,little attention,2
198,environment muve,2
199,chat data,2
200,social context,2
201,3 4,2
202,coding scheme,2
203,disposition toward,2
204,support learning,2
205,'' online,2
206,learning community,2
207,potential support,2
208,discussion good,2
209,enhance learner,2
210,may especially,2
211,especially important,2
212,intelligent tutoring,2
213,likely take,2
214,paper describe,2
215,participant engage,2
216,future research,2
217,experience learning,2
218,learning science,2
219,science research,2
220,longer time,2
221,real virtual,2
222,design research,2
223,learning term,2
224,approach support,2
225,way learner,2
226,learner interact,2
227,group formation,2
228,article present,2
229,environment research,2
230,analysis process,2
231,analysis tool,2
232,learning analysis,2
233,research field,2
234,tool based,2
235,analysis method,2
236,tool provide,2
237,cscl setting,2
238,student teacher,2
239,field study,2
240,research finding,2
241,positive effect,2
242,et al,2
243,distance education,2
244,computer conferencing,2
245,quantitative analysis,2
246,graduate-level distance,2
247,online activity,2
248,'' teacher,2
249,activity developed,2
250,data-sources included,2
251,exploratory group,2
252,study indicate,2
253,critical exploratory,2
254,communication collaboration,2
255,may help,2
256,group three,2
257,may lead,2
258,perception online,2
259,effect group,2
260,computer- supported,2
261,group norm,2
262,positive perception,2
263,shared space,2
264,finding field,2
265,participation fundamental,2
266,present preliminary,2
267,finding also,2
268,preliminary finding,2
269,order understand,2
270,affordances technology,2
271,theoretical analysis,2
272,help u,2
273,graduate student,2
274,learning well,2
275,study report,2
276,group discussion,2
277,work within,2
278,influence group,2
279,study describes,2
280,team member,2
281,software development,2
282,study revealed,2
283,randomly assigned,2
284,student learning,2
285,student collaboration,2
286,learning potential,2
287,collaborative process,2
288,well understood,2
289,wide range,2
290,group individual,2
291,group 's,2
292,type interaction,2
293,learning classroom,2
294,interaction group,2
295,common ground,2
296,communication learning,2
297,situated learning,2
298,group awareness,2
299,awareness tool,2
300,tool used,2
301,opinion science,2
302,engagement science,2
303,result two,2
304,two empirical,2
305,learning also,2
306,empirical study,2
307,inquiry learning,2
308,solution analyzed,2
309,single argument,2
310,supported collaboration,2
311,rather individual,2
312,tool --,2
313,student student,2
314,one group,2
315,study online,2
316,student one,2
317,purpose study,2
318,analysis online,2
319,among researcher,2
320,first review,2
321,survey interview,2
322,meaningful learning,2
323,participated study,2
324,assessment process,2
325,support collaborative,2
326,study examine,2
327,computer support,2
328,potential cscl,2
329,study may,2
330,high level,2
331,situation collaborative,2
332,dominant social,2
333,positively related,2
334,relation factor,2
335,research method,2
336,among student,2
337,tool primary,2
338,ethnographic research,2
339,collaborative tool,2
340,student engaged,2
341,study found,2
342,use collaborative,2
343,patient case,2
344,area within,2
345,within cscl,2
346,community paper,2
347,online chat,2
348,recent year,2
349,text chat,2
350,shared workspace,2
351,chat shared,2
352,student using,2
353,argumentative text,2
354,report result,2
355,regarding student,2
356,science student,2
357,science curriculum,2
358,group middle,2
359,middle school,2
360,based social,2
361,learning group,2
362,face-to-face interaction,2
363,problem solution,2
364,group interaction,2
365,promote student,2
366,learning finding,2
367,individual group,2
368,different way,2
369,paper examine,2
370,analytic approach,2
371,promising approach,2
372,knowledge advancement,2
373,process tool,2
374,indicate student,2
375,math problem,2
376,corresponding reduction,2
377,primary 3,2
378,research project,2
379,learning practice,2
380,teacher student,2
381,great deal,2
382,discourse analysis,2
383,learning knowledge,2
384,process analysis,2
385,collaboration learning,2
386,interdisciplinary collaboration,2
387,suggest learning,2
388,public school,2
389,present data,2
390,early stage,2
391,understanding cscl,2
392,3 student,2
393,analysis cscl,2
394,activity well,2
395,participant used,2
396,knowledge construction,2
397,knowledge argumentation,2
398,discussion group,2
399,paper explores,2
400,hidden profile,2
401,profile design,2
402,integration information,2
403,complex problem,2
404,report analysis,2
405,support peer,2
406,management system,2
407,student instructor,2
408,paper introduces,2
409,conducted study,2
410,individual student,2
411,school teacher,2
412,participatory simulation,2
413,called vmt,1
414,interactants jointly,1
415,graphical representation,1
416,organization activity,1
417,sense build,1
418,whiteboard cscl,1
419,produce shared,1
420,keywords dual,1
421,conjunction chat,1
422,space called,1
423,paper focus,1
424,posting semiotic,1
425,upon 's,1
426,system dual,1
427,space interaction,1
428,way representation,1
429,analysis shared,1
430,chat way,1
431,build upon,1
432,'s mathematical,1
433,resource interactants,1
434,semiotic resource,1
435,used conjunction,1
436,shared representation,1
437,activity produce,1
438,chat posting,1
439,representation whiteboard,1
440,statement keywords,1
441,mathematical statement,1
442,jointly make,1
443,focus organization,1
444,student assessed,1
445,141 working,1
446,describe design,1
447,design knowledge-building,1
448,understanding effect,1
449,x achievement,1
450,achievement 3,1
451,different achievement,1
452,showed participation,1
453,four class,1
454,understanding student,1
455,portfolio group,1
456,environment examine,1
457,forumtm using,1
458,analysis knowledge-building,1
459,community progress,1
460,2 x,1
461,scaffolded knowledge-building,1
462,knowledge-building principle,1
463,working knowledge,1
464,portfolio score,1
465,progress collective,1
466,progress used,1
467,n 141,1
468,domain understanding,1
469,group review,1
470,forum obtained,1
471,review ass,1
472,role knowledge,1
473,compared high-achievers,1
474,3 analysis,1
475,participation conceptual,1
476,made progress,1
477,forum principle,1
478,showed student,1
479,knowledge advance,1
480,fostering collaboration,1
481,principle effect,1
482,discourse portfolio,1
483,low-achievers compared,1
484,conceptual understanding,1
485,assessed contribution,1
486,high-achievers 2,1
487,principle portfolio,1
488,effect academic,1
489,effect pronounced,1
490,student portfolio,1
491,pronounced low-achievers,1
492,student different,1
493,scaffold fostering,1
494,used 2,1
495,student n,1
496,obtained following,1
497,principle showed,1
498,portfolio scaffold,1
499,electronic portfolio,1
500,academic achievement,1
501,building principle,1
502,contribution knowledge,1
503,9th grade,1
504,knowledge-building environment,1
505,rubric wrote,1
506,score predicted,1
507,knowledge-building discourse,1
508,using rubric,1
509,knowledge forumtm,1
510,wrote electronic,1
511,ass individual,1
512,class 9th,1
513,portfolio showed,1
514,examine role,1
515,following result,1
516,student made,1
517,result 1,1
518,student scaffolded,1
519,achievement level,1
520,principle x,1
521,2 design,1
522,achievement four,1
523,2 student,1
524,predicted domain,1
525,sophisticated online,1
526,synthetic discussion,1
527,engage argumentation,1
528,function contribution,1
529,contribution within,1
530,presented part,1
531,pattern trajectory,1
532,presented detail,1
533,ass effectiveness,1
534,argumentative discourse,1
535,environment promote,1
536,framework 1,1
537,developed sophisticated,1
538,examines diverse,1
539,attempted examine,1
540,4 pattern,1
541,different category,1
542,conceptual quality,1
543,decade researcher,1
544,perspective argumentation,1
