,key,value
0,collaborative learning,26
1,student ’,26
2,knowledge building,13
3,middle school,9
4,school student,9
5,learning gain,8
6,case study,8
7,learning environment,8
8,learning analytics,7
9,problem solving,7
10,computer science,7
11,’ learning,7
12,result show,7
13,learning activity,7
14,paper present,6
15,study investigates,6
16,analysis student,6
17,high school,6
18,support student,6
19,data source,6
20,visual representation,5
21,learner ’,5
22,student engaged,5
23,collaborative problem,5
24,student learning,5
25,support learning,5
26,learning outcome,5
27,social network,4
28,student participated,4
29,log data,4
30,qualitative analysis,4
31,knowledge forum,4
32,however student,4
33,finding suggest,4
34,building community,4
35,cscl environment,4
36,cscl tool,4
37,paper examine,4
38,support collaborative,4
39,’ collaborative,4
40,study examine,4
41,paper examines,4
42,result showed,4
43,network analysis,4
44,evidence student,4
45,student teacher,4
46,computer-supported collaborative,4
47,implication research,4
48,found student,4
49,better understand,4
50,learning process,4
51,technology design,4
52,small group,4
53,student use,4
54,knowledge sharing,3
55,finding show,3
56,online knowledge,3
57,data two,3
58,individual student,3
59,online discourse,3
60,help student,3
61,professional development,3
62,study conducted,3
63,understanding collaborative,3
64,participatory design,3
65,learning context,3
66,knowledge advancement,3
67,student working,3
68,study examined,3
69,literacy skill,3
70,’ discourse,3
71,group student,3
72,teaching learning,3
73,innovation network,3
74,collaborative process,3
75,system support,3
76,individual collaborative,3
77,present study,3
78,cscl community,3
79,knowledge construction,3
80,learning however,3
81,online discussion,3
82,student used,3
83,design process,3
84,group awareness,3
85,digital literacy,3
86,collaborative activity,3
87,collaborative discussion,3
88,way student,3
89,data set,3
90,online community,3
91,impact student,3
92,informal learning,3
93,student group,3
94,deeper understanding,3
95,answer question,3
96,field study,3
97,result suggest,3
98,research suggests,3
99,engage student,3
100,science technology,3
101,learning setting,3
102,cscl research,3
103,pair programming,3
104,student worked,3
105,pair student,3
106,paper describes,3
107,design cscl,3
108,worked pair,3
109,learning behavior,3
110,two grade,3
111,two group,3
112,scaffolding may,2
113,affected learning,2
114,2×2 factorial,2
115,transfer task,2
116,task involve,2
117,factorial design,2
118,knowledge knowledge,2
119,secondary school,2
120,knowledge source,2
121,different type,2
122,however little,2
123,practice collaborative,2
124,little known,2
125,intervention could,2
126,collaboratively engage,2
127,make visible,2
128,data literacy,2
129,activity helped,2
130,design project,2
131,process around,2
132,decision-making process,2
133,science learning,2
134,student pair,2
135,take place,2
136,student online,2
137,made purposeful,2
138,school year,2
139,grade 5,2
140,classroom video,2
141,student made,2
142,whole school,2
143,structure inquiry,2
144,climate change,2
145,one three,2
146,et al.,2
147,student learn,2
148,result indicate,2
149,learning intervention,2
150,technology pedagogy,2
151,teacher ’,2
152,content knowledge,2
153,blended cscl,2
154,pedagogy technology,2
155,engage collaborative,2
156,young child,2
157,practice everyday,2
158,collaborative argumentation,2
159,three week,2
160,process outcome,2
161,development implementation,2
162,practice two,2
163,science education,2
164,finding implication,2
165,authentic learning,2
166,based result,2
167,conceptual understanding,2
168,knowledge creation,2
169,epistemic agency,2
170,discourse analysis,2
171,higher level,2
172,finding highlight,2
173,local community,2
174,student became,2
175,showed student,2
176,building pedagogy,2
177,using knowledge,2
178,idea improvement,2
179,environment support,2
