,key,value
0,learning environment,29
1,learning science,17
2,collaborative learning,16
3,problem solving,13
4,paper present,12
5,learning outcome,11
6,science learning,10
7,case study,10
8,learning process,9
9,school student,9
10,student understanding,8
11,prior knowledge,8
12,research project,8
13,knowledge building,8
14,result indicate,8
15,middle school,7
16,study investigates,7
17,student teacher,7
18,student learning,7
19,learning activity,7
20,professional development,7
21,result show,7
22,result showed,6
23,study examines,6
24,control group,6
25,group student,6
26,learning gain,6
27,study examined,6
28,design-based research,6
29,research study,6
30,theoretical framework,6
31,three different,6
32,study investigated,6
33,small group,6
34,conceptual change,6
35,science education,5
36,high school,5
37,experimental group,5
38,two study,5
39,multimedia learning,5
40,game design,5
41,student 's,5
42,student learned,5
43,help student,5
44,design learning,5
45,science teacher,5
46,online collaborative,5
47,make sense,5
48,concept map,5
49,finding indicate,5
50,teacher student,5
51,learning design,5
52,study report,5
53,experimental study,5
54,social interaction,5
55,individual learning,5
56,recent research,5
57,analysis suggests,5
58,school science,4
59,empirical evidence,4
60,significant difference,4
61,knowledge forum,4
62,learning research,4
63,discourse analysis,4
64,knowledge construction,4
65,method approach,4
66,one 's,4
67,learning material,4
68,three group,4
69,finding suggest,4
70,paper report,4
71,complex system,4
72,design experiment,4
73,finding analysis,4
74,research question,4
75,mixed method,4
76,based learning,4
77,supported collaborative,4
78,learning cscl,4
79,better learning,4
80,study explores,4
81,result study,4
82,research learning,4
83,design- based,4
84,cognitive load,4
85,purpose study,4
86,study 1,4
87,student discourse,4
88,people 's,4
89,engage student,4
90,different type,4
91,professional community,4
92,learning study,4
93,support learning,4
94,teaching learning,4
95,take place,4
96,secondary school,4
97,augmented reality,4
98,community practice,4
99,present study,4
100,analysis student,4
101,computer-supported collaborative,4
102,dynamic visualization,4
103,conceptual understanding,4
104,symposium present,4
105,present finding,4
106,student engage,3
107,examine student,3
108,result suggest,3
109,student behavior,3
110,group member,3
111,working memory,3
112,knowledge structure,3
113,student knowledge,3
114,investigates student,3
115,study suggest,3
116,learning teacher,3
117,student make,3
118,change student,3
119,participation pattern,3
120,student participated,3
121,many study,3
122,learning situation,3
123,traditional instruction,3
124,study conducted,3
125,student scientific,3
126,teacher belief,3
127,longitudinal study,3
128,virtual world,3
129,player learn,3
130,source information,3
131,paper explores,3
132,paper describes,3
133,computer game,3
134,paper examines,3
135,'s learning,3
136,social network,3
137,learning teaching,3
138,crucial role,3
139,student understand,3
140,support student,3
141,investigated effect,3
142,showed student,3
143,group study,3
144,coding scheme,3
145,participation learning,3
146,scientific knowledge,3
147,content analysis,3
148,tool used,3
149,use technology,3
150,aim study,3
151,nan,3
152,formal learning,3
153,student made,3
154,different approach,3
155,data analysis,3
156,paper discus,3
157,instructional model,3
158,activity structure,3
159,importance collaboration,3
160,scientific inquiry,3
161,research indicates,3
162,load theory,3
163,different way,3
164,result indicated,3
165,new conceptual,3
166,study exploring,3
167,new knowledge,3
168,student used,3
169,group received,3
170,provided learner,3
171,tool student,3
172,using mobile,3
173,collaborative knowledge,3
174,student also,3
175,classroom using,3
176,study student,3
177,mathematics teacher,3
178,performed better,3
179,inquiry science,3
180,computer clubhouse,3
181,three aspect,3
182,community member,3
183,showed significant,3
184,previous research,3
185,example student,3
186,tested effect,3
187,graduate student,3
188,role learning,3
189,research conducted,3
190,student design,3
191,empirical study,3
192,knowledge awareness,3
193,paper describe,3
194,collaborative problem,3
195,detailed analysis,3
196,environmental education,3
197,physical social,3
198,video game,3
199,worked example,3
200,understanding role,3
201,project-based inquiry,3
202,learning model,3
203,external representation,3
204,different learning,3
205,answer question,3
206,conceptual knowledge,3
207,student develop,3
208,child 's,3
209,content knowledge,3
210,science curriculum,3
211,present result,3
212,eye movement,3
213,collaborative work,3
214,learning paper,3
215,poster present,3
216,symposium focus,3
217,study emphasize,3
218,poster session,3
219,environment like,3
220,learning difficulty,2
221,encouraging student,2
222,theoretical concept,2
223,computer science,2
224,research method,2
225,participation within,2
226,learning community,2
227,change within,2
228,ethnographic research,2
229,within classroom,2
230,perspective learning,2
231,new form,2
232,learning argue,2
233,form participation,2
234,social cue,2
235,study analyzed,2
236,teacher use,2
237,online discussion,2
238,agreement disagreement,2
239,critical thinking,2
240,student may,2
241,group problem,2
242,uniformly time,2
243,study use,2
244,mobile phone,2
245,study reported,2
246,two group,2
247,result reveal,2
248,compared control,2
249,finding study,2
250,study study,2
251,difference student,2
252,learning strategy,2
253,research discussed,2
254,prompted student,2
255,design project,2
256,technology-enhanced inquiry,2
257,learning visualization,2
258,project learning,2
259,student form,2
260,way student,2
261,instruction however,2
262,'' student,2
263,discussion study,2
264,across two,2
265,disciplinary engagement,2
266,history science,2
267,study compare,2
268,data observation,2
269,theory multimedia,2
270,may explain,2
271,visual representation,2
272,information available,2
273,cognitive theory,2
274,instructional designer,2
275,class found,2
276,processing learner,2
277,cognitive processing,2
278,science teaching,2
279,point importance,2
280,teacher preparation,2
281,scientific practice,2
