,key,value
0,collaborative learning,39
1,learning environment,26
2,case study,24
3,paper present,22
4,knowledge building,14
5,learning activity,13
6,learning process,11
7,learning community,10
8,cscl environment,10
9,result indicate,10
10,middle school,9
11,study examined,9
12,problem solving,9
13,study investigated,9
14,collaborative activity,8
15,supported collaborative,8
16,finding indicate,8
17,learning science,8
18,present study,8
19,support collaborative,7
20,online discussion,7
21,paper report,7
22,small group,7
23,school student,7
24,high school,7
25,school science,7
26,online course,7
27,student learning,7
28,social network,7
29,group 's,7
30,group member,7
31,student collaborative,7
32,student use,6
33,result show,6
34,science learning,6
35,social interaction,6
36,study investigates,6
37,online learning,6
38,computer supported,6
39,online community,6
40,knowledge construction,6
41,design-based research,6
42,teacher student,6
43,support learning,6
44,virtual learning,6
45,embodied interaction,5
46,educational technology,5
47,student participated,5
48,social medium,5
49,learning outcome,5
50,individual learning,5
51,game design,5
52,design research,5
53,support student,5
54,help student,5
55,student used,5
56,learning design,5
57,examine student,5
58,within group,5
59,finding suggest,5
60,teaching learning,5
61,support teacher,5
62,conceptual understanding,5
63,paper describes,5
64,computer-supported collaborative,5
65,student online,5
66,formative assessment,5
67,collaboration script,5
68,group cognition,5
69,inquiry activity,5
70,future research,5
71,collaborative argumentation,5
72,interaction analysis,4
73,study collaborative,4
74,positive effect,4
75,learning online,4
76,professional development,4
77,affected student,4
78,science classroom,4
79,attitude toward,4
80,college student,4
81,technology support,4
82,experimental study,4
83,designed support,4
84,tool support,4
85,data collected,4
86,implication design,4
87,student engagement,4
88,collaborative knowledge,4
89,social networking,4
90,study conducted,4
91,student activity,4
92,educational setting,4
93,learning cscl,4
94,result suggest,4
95,coding scheme,4
96,community knowledge,4
97,collaboration student,4
98,paper examine,4
99,study examines,4
100,complex system,4
101,student learn,4
102,augmented reality,4
103,learning task,4
104,online discourse,4
105,teacher 's,4
106,curriculum design,4
107,space time,4
108,science research,4
109,science education,4
110,learning group,4
111,preliminary finding,4
112,discourse analysis,4
113,open online,4
114,study student,4
115,group collaboration,4
116,cscl learning,4
117,student teacher,4
118,learning experience,4
119,process knowledge,4
120,time scale,4
121,collaborative inquiry,4
122,present finding,3
123,conversational agent,3
124,evaluate effect,3
125,study highlight,3
126,science inquiry,3
127,design feature,3
128,improve learning,3
129,future work,3
130,whole class,3
131,class discussion,3
132,student group,3
133,student take,3
134,research question,3
135,higher education,3
136,affect student,3
137,research conducted,3
138,focus group,3
139,collaborative interaction,3
140,grade student,3
141,different way,3
142,individual collaborative,3
143,shared artifact,3
144,student share,3
145,science class,3
146,multiple level,3
147,finding show,3
148,cognitive perspective,3
149,collective knowledge,3
150,conceptual knowledge,3
151,content analysis,3
152,analysis student,3
153,analysis showed,3
154,study aim,3
155,classroom learning,3
156,design process,3
157,implication future,3
158,learning complex,3
159,concept map,3
160,suggest student,3
161,multi-touch tabletop,3
162,student problem,3
163,research study,3
164,interaction behavior,3
165,cscl community,3
166,help forum,3
167,network analysis,3
168,quality collaboration,3
169,active participation,3
170,web 2.0,3
171,higher quality,3
172,study found,3
173,little known,3
174,increasingly important,3
175,learning situation,3
176,three group,3
177,collaborative problem-solving,3
178,investigated whether,3
179,student understanding,3
180,student 's,3
181,study examine,3
182,peer assessment,3
183,et al,3
184,one important,3
185,work together,3
186,one group,3
187,learn together,3
188,two grade,3
189,knowledge forum,3
190,discus implication,3
191,support collaboration,3
192,computer science,3
193,solving problem,3
194,team member,3
195,data analysis,3
196,present pedagogical,3
197,assessment collaborative,3
198,learning student,3
199,informal learning,3
200,epistemic frame,3
201,learning technology,3
202,student develop,3
203,study focus,3
204,design task,3
205,group work,3
206,mathematical thinking,3
207,research design,3
208,student discourse,3
209,design learning,3
210,group five,3
211,computational thinking,3
212,construction process,3
213,course moocs,3
214,helped student,3
215,show student,3
216,learning within,3
217,learning gain,3
218,citizen science,3
219,social practice,3
220,influence student,3
221,finding indicated,3
222,student interaction,3
223,inquiry learning,3
224,group influence,3
225,child 's,3
226,pilot study,3
227,school district,3
228,online environment,3
229,learning across,3
230,widely used,3
231,result showed,3
232,argumentation skill,3
233,paper investigates,3
234,present result,3
235,new opportunity,3
236,learning scientist,3
237,also show,3
238,math teacher,3
239,study suggest,2
240,technology offer,2
241,interaction discussion,2
242,recent study,2
243,meaning making,2
244,year-old child,2
245,multi-touch technology,2
246,two condition,2
247,learning effect,2
248,paper evaluate,2
249,effect learning,2
250,discussion facilitation,2
251,collaborative discourse,2
252,effect collaborative,2
253,facilitate student,2
254,student interview,2
255,inform design,2
256,activity study,2
257,aspect collaboration,2
258,designing collaborative,2
259,describe approach,2
260,iterative design,2
261,activity facilitate,2
262,topic modeling,2
263,discussion post,2
264,outline future,2
265,pattern student,2
266,design based,2
267,discussion using,2
268,teacher professional,2
269,embedded within,2
270,student benefit,2
271,participated online,2
272,visible collaborative,2
273,online collaborative,2
274,discus experience,2
275,university 's,2
276,video data,2
277,well online,2
278,discussed detail,2
279,literature show,2
280,first iteration,2
281,topic related,2
282,medium technology,2
283,student trained,2
284,specific topic,2
285,come across,2
286,internal script,2
287,examined effect,2
288,internal external,2
289,external script,2
290,integral component,2
291,informal science,2
292,learning context,2
293,perspective learning,2
294,community present,2
295,effective collaboration,2
