,key,value
0,collaborative learning,18
1,learning environment,12
2,computer-supported collaborative,7
3,high school,6
4,world wide,6
5,support collaborative,6
6,learning activity,6
7,learning collaboration,5
8,middle school,5
9,collaborative activity,5
10,support student,5
11,wide web,5
12,teacher student,5
13,school student,4
14,student ’,4
15,elementary school,4
16,scientific inquiry,4
17,paper describes,4
18,grade student,4
19,student used,4
20,case study,4
21,among student,4
22,process inquiry,3
23,collaboration student,3
24,research question,3
25,tool support,3
26,classroom paper,3
27,student learning,3
28,professional development,3
29,teacher professional,3
30,context learning,3
31,seventh grade,3
32,collaborative work,3
33,develop network-based,3
34,virtual environment,3
35,community practice,3
36,learning community,3
37,knowledge building,3
38,two study,3
39,student learn,3
40,cscl environment,3
41,problem solving,3
42,help student,3
43,learner ’,3
44,result suggest,3
45,project-based learning,3
46,educational groupware,3
47,collaborative project-based,3
48,case library,3
49,designed support,3
50,information technology,3
51,fourth grade,3
52,collaboration tool,3
53,learning design,2
54,take place,2
55,social structure,2
56,conceptual understanding,2
57,understanding way,2
58,purpose study,2
59,student able,2
60,interaction collaboration,2
61,tool developed,2
62,’ process,2
63,discourse interaction,2
64,designer work,2
65,setting collaborative,2
66,use computer,2
67,science student,2
68,make student,2
69,activity classroom,2
70,learning middle,2
71,science learning,2
72,tool student,2
73,vhs consortium,2
74,social context,2
75,virtual student,2
76,netcourses virtual,2
77,share information,2
78,school vhs,2
79,create netcourses,2
80,virtual high,2
81,two case,2
82,graphical representation,2
83,year old,2
84,environment “,2
85,lesson learned,2
86,approach instruction,2
87,experimental version,2
88,need support,2
89,describe system,2
90,collaborative setting,2
91,environment facilitates,2
92,social science,2
93,collaboration distance,2
94,science research,2
95,interdisciplinary program,2
96,network-based learning,2
97,educational system,2
98,student present,2
99,collaborative educational,2
100,different tool,2
101,study college,2
102,design develop,2
103,computer lab,2
104,school child,2
105,mode communication,2
106,learning cscl,2
107,research suggests,2
108,paper present,2
109,theoretical foundation,2
110,tpd organization,2
111,social interaction,2
112,student teacher,2
113,school undergraduate,2
114,process student,2
115,student use,2
116,created used,2
117,research project,2
118,internet research,2
119,activity 2,2
120,study show,2
121,study one,2
122,learning computer,2
123,interview study,2
124,thinking collaboration,2
125,model collaborative,2
126,qualitative research,2
127,activity student,2
128,one design,2
129,model used,2
130,online learning,2
131,kind present,2
132,reflection part,2
133,computer mediated,2
134,present analysis,2
135,use classroom,2
136,student collaborative,2
137,used part,2
138,small group,2
139,support system,2
140,conceptual change,2
141,text graphic,2
142,used type,2
143,context rich,2
144,problem space,2
145,collaborative process,2
146,communication pattern,2
147,graduate student,2
148,bulletin board,2
149,electronic discussion,2
150,group learning,2
151,learner learn,2
152,paper investigates,2
153,environment including,2
154,developed close,2
155,tool allows,2
156,finding indicate,2
157,indicate teacher,2
158,learn use,2
159,www technology,2
160,promise zebu,2
161,use standard,2
162,educational problem,2
163,software support,2
164,www-based technology,2
165,allowing fully,2
166,education illustration,2
167,student overcome,2
168,standard www,2
169,included provide,2
170,groupware technology,2
171,address problem,2
172,problem inherent,2
173,zebu helping,2
174,provide detail,2
175,technology facilitates,2
176,collaboration education,2
177,software included,2
178,illustration software,2
179,discus promise,2
180,helping teacher,2
181,facilitates use,2
182,overcome technical,2
183,technology allowing,2
184,realise potential,2
185,inherent www-based,2
186,practical educational,2
187,technical practical,2
188,www software,2
189,fully realise,2
190,technology collaboration,2
191,learning paper,2
192,software address,2
193,paper discus,2
194,zebu educational,2
195,potential www,2
196,detail software,2
197,discussed first,2
198,teacher learning,2
199,groupware application,2
200,learning pbl,2
201,design process,2
202,manage complexity,2
203,problem-based learning,2
204,software system,2
205,georgia tech,2
206,prototype software,2
207,edutech institute,2
208,collaborative knowledge,2
209,conflict resolution,2
210,collaborative inquiry,2
211,asynchronous communication,2
212,multiple perspective,2
213,public ”,2
214,student conducting,2
215,software designed,2
216,school study,2
217,report result,2
218,paper describe,2
219,use information,2
220,networked learning,2
221,technology used,2
222,central issue,2
223,experience different,2
224,web-based networked,2
225,information space,2
226,asynchronous collaboration,2
227,around computer,2
228,design goal,2
229,preliminary finding,2
230,active learning,2
231,support teacher,2
232,inquiry complex,2
233,content area,2
234,study report,2
235,implication study,2
236,model learning,1
237,shared interaction,1
238,unique way,1
239,pursuing development,1
240,require emphasis,1
241,interaction well,1
242,interaction possible,1
243,computational interactive,1
244,intersim station,1
245,well social,1
246,colorado boulder,1
247,place pursuing,1
248,development computational,1
249,collaboration require,1
250,emphasis shared,1
251,boulder exploring,1
252,extend unique,1
253,design university,1
254,environment interaction,1
255,interactive simulation,1
256,simulation intersim,1
257,way interaction,1
258,significantly extend,1
259,university colorado,1
260,lifelong learning,1
261,interaction take,1
262,center lifelong,1
263,station significantly,1
264,structure cultural,1
265,cultural environment,1
266,exploring model,1
267,inquiry computer-supported,1
268,process generating,1
269,generating transforming,1
270,improve conceptual,1
271,hintikka ’,1
272,inquiry aim,1
273,jaakko hintikka,1
274,knowledge-seeking inquiry,1
275,applied analyzing,1
276,inquiry applied,1
277,’ interrogative,1
278,analogous scientific,1
279,examine discourse,1
280,able engage,1
281,interrogative process,1
282,analyze epistemological,1
283,problem addressed,1
284,question improve,1
285,interrogative model,1
286,developed jaakko,1
287,inquiry conceptual,1
288,nature elementary,1
289,learning problem,1
290,whether elementary,1
291,facilitated advancement,1
292,engage interrogative,1
293,way analogous,1
294,student facilitated,1
295,addressed study,1
296,study whether,1
297,transforming research,1
298,aim examine,1
299,’ knowledge-seeking,1
300,question-driven inquiry,1
301,conceptual tool,1
302,analyzing student,1
303,model inquiry,1
304,advancement question-driven,1
305,study analyze,1
306,epistemological nature,1
307,supporting design,1
308,educational initiative,1
309,strauss 1985,1
310,implication considered,1
311,setting middle-school,1
312,1985 explore,1
313,paper-based practice,1
314,classroom professional,1
315,labor divided,1
316,design collaboration,1
317,reason division,1
318,us concept,1
319,report setting,1
320,professional architecture,1
321,considered educational,1
322,collaboration learning,1
323,collaborative labor,1
324,people use,1
325,division explored,1
326,paper us,1
327,firm people,1
328,concept division,1
329,work computer,1
330,designing report,1
331,divided designer,1
332,division labor,1
333,explore two,1
334,draftsperson work,1
335,practice designing,1
336,aimed supporting,1
337,computer reason,1
338,paper draftsperson,1
339,design setting,1
340,labor strauss,1
341,middle-school classroom,1
342,architecture firm,1
343,computer paper-based,1
344,work paper,1
345,initiative aimed,1
346,two design,1
347,explored implication,1
348,kie internet-based,1
349,several formative,1
350,individual collaborative,1
351,science education,1
352,classroom trial,1
353,present result,1
354,design sensemaker,1
355,thinking visible,1
356,education argument,1
357,representation tool,1
358,called sensemaker,1
359,learning goal,1
360,argument vary,1
361,argumentation tool,1
362,belief nature,1
363,epistemological belief,1
364,vary based,1
365,learning classroom,1
366,classroom project,1
367,support individual,1
368,tool called,1
369,student debate,1
370,student argument,1
371,mechanism learning,1
372,knowledge integration,1
373,sensemaker software,1
374,sensemaker tool,1
375,software present,1
376,describes argument,1
377,result several,1
378,paper elaborates,1
379,trial tool,1
380,promote science,1
381,nature science,1
382,integration environment,1
383,debate activity,1
384,tool one,1
385,environment kie,1
386,based epistemological,1
387,used promote,1
388,sensemaker used,1
389,school science,1
390,goal shaped,1
391,activity argumentation,1
392,component knowledge,1
393,shaped design,1
394,learning suite,1
395,using sensemaker,1
396,one component,1
397,student report,1
398,elaborates cognitive,1
399,argument representation,1
400,suite science,1
401,cognitive mechanism,1
402,student thinking,1
403,visible individual,1
404,formative classroom,1
405,representation make,1
406,report using,1
407,internet-based learning,1
408,way share,1
409,information carry,1
410,internet-based course,1
411,student overarching,1
412,discussion ass,1
413,netcourse teacher,1
414,see http,1
415,advanced collaborative,1
416,instruction given,1
417,various resource,1
418,internet graphical,1
419,overarching goal,1
420,main way,1
421,deliver robust,1
422,studying utilizing,1
423,virtual instruction,1
424,adoption netseminar/netcourse,1
425,utilizing advanced,1
426,involve studying,1
427,carry discussion,1
428,school social,1
429,technology teacher,1
430,model deliver,1
431,offered internet,1
432,called international,1
433,//www.concord.org netcourses,1
434,graphical browser,1
435,browser main,1
436,teacher enhancement,1
437,http //www.concord.org,1
438,goal test,1
439,diversity school,1
440,test scalability,1
441,offered teachers-in-training,1
442,learning netseminars,1
443,teachers-in-training create,1
444,constraint real-place,1
445,netseminar/netcourse model,1
446,setting diversity,1
447,two project,1
448,enhancement coalition,1
449,netcourses course,1
450,coalition intec,1
451,consortium involve,1
452,given various,1
453,robust virtual,1
454,development netcourses,1
455,international netcourse,1
456,student see,1
457,intec virtual,1
458,project called,1
459,scalability adoption,1
460,development development,1
461,collaborative technology,1
462,ass student,1
463,study offered,1
464,real-place setting,1
465,course study,1
466,course offered,1
467,resource constraint,1
468,netseminars internet-based,1
469,netcourses student,1
470,computer actively,1
471,learned basic,1
472,used pie,1
473,conversation among,1
474,provide quantitative,1
475,mediate face-to-face,1
476,study illustrate,1
477,suggests seventh,1
478,external representation,1
479,lead learning,1
480,student conversation,1
481,student support,1
482,principle probability,1
483,support productive,1
484,pie example,1
485,study examines,1
486,learning using,1
487,data suggests,1
488,prompt student,1
489,demonstrates computer,1
490,textual iconic,1
491,conversation lead,1
492,face-to-face conversation,1
493,discourse provide,1
494,communication supported,1
495,central aspect,1
496,productive conversation,1
497,probability inquiry,1
498,aspect human,1
499,representation textual,1
500,supported computer-mediated,1
501,environment pie,1
502,representation contributed,1
503,examine external,1
504,inquiry environment,1
505,second case,1
506,iconic mediate,1
507,representation supported,1
508,human learning,1
509,communication central,1
510,productive mathematical,1
511,pie learned,1
512,probability two,1
513,animated graphical,1
514,computer-mediated representation,1
515,study demonstrates,1
516,example examine,1
517,quantitative data,1
518,success first,1
519,mathematical discourse,1
520,supported productive,1
521,examines animated,1
522,first case,1
523,learning second,1
524,basic principle,1
525,using probability,1
526,actively prompt,1
527,contributed success,1
528,illustrate communication,1
529,describe interface,1
530,web based,1
531,interface element,1
532,discussion environment,1
533,equitable in-class,1
534,successfully used,1
535,used support,1
536,world-wide web,1
537,speakeasy world-wide,1
