,key,value
0,student ’,85
1,learning environment,51
2,case study,38
3,learning science,31
4,teacher ’,27
5,nan,27
6,collaborative learning,24
7,school student,24
8,high school,23
9,middle school,21
10,finding suggest,19
11,paper present,19
12,design-based research,19
13,student learning,18
14,science learning,17
15,study examines,15
16,result showed,15
17,science education,15
18,’ learning,14
19,professional development,14
20,knowledge building,14
21,learning outcome,13
22,support student,13
23,learning experience,13
24,learning process,13
25,child ’,13
26,computational thinking,12
27,paper report,12
28,learning gain,11
29,network analysis,11
30,qualitative analysis,11
31,study examined,11
32,help student,11
33,result indicate,10
34,teaching learning,10
35,student teacher,10
36,study investigated,10
37,learner ’,10
38,design process,9
39,learning study,9
40,engineering design,9
41,found student,9
42,study conducted,9
43,prior knowledge,9
44,learning activity,9
45,computer science,9
46,video data,9
47,project-based learning,9
48,science classroom,9
49,paper describes,9
50,study explored,9
51,design learning,9
52,learning design,9
53,study explores,8
54,student learn,8
55,young child,8
56,finding show,8
57,present study,8
58,result show,8
59,two different,8
60,social network,8
61,participant ’,8
62,implication design,8
63,instructional design,7
64,design research,7
65,study investigates,7
66,united state,7
67,science technology,7
68,influence student,7
69,student engaged,7
70,group student,7
71,science standard,7
72,scientific practice,7
73,study aim,7
74,research study,7
75,study report,7
76,’ understanding,7
77,complex system,7
78,pre-service teacher,7
79,future research,7
80,finding indicate,7
81,conceptual understanding,7
82,design practice,7
83,learning opportunity,7
84,learning paper,6
85,student may,6
86,analysis student,6
87,discourse analysis,6
88,learning context,6
89,two group,6
90,small group,6
91,problem solving,6
92,teacher education,6
93,significantly higher,6
94,paper examines,6
95,next generation,6
96,generation science,6
97,grade student,6
98,quantitative analysis,6
99,teacher student,6
100,student participated,6
101,student thinking,6
102,analysis show,6
103,support development,6
104,address issue,6
105,make sense,6
106,purpose study,6
107,study student,6
108,building community,6
109,online course,6
110,’ knowledge,6
111,everyday life,6
112,higher education,6
113,learning analytics,6
114,primary school,6
115,game design,6
116,knowledge skill,6
117,study implication,6
118,preliminary result,6
119,design project,5
120,science concept,5
121,collaborative interaction,5
122,research approach,5
123,design-based implementation,5
124,implementation research,5
125,iterative design,5
126,implication designing,5
127,identity development,5
128,study show,5
129,undergraduate student,5
130,stem field,5
131,use learning,5
132,school district,5
133,design principle,5
134,research practice,5
135,data student,5
136,21st century,5
137,support teacher,5
138,result indicated,5
139,make use,5
140,study present,5
141,whole class,5
142,present analysis,5
143,development pd,5
144,student developed,5
145,shed light,5
146,knowledge forum,5
147,prior work,5
148,design feature,5
149,tool support,5
150,statistically significant,5
151,secondary school,5
152,student engage,5
153,look like,5
154,three different,5
155,science practice,5
156,engaging student,5
157,supporting learning,5
158,student used,5
159,collaborative design,5
160,previous research,5
161,’ perception,5
162,online learning,5
163,language art,5
164,english language,5
165,et al.,5
166,paper describe,5
167,future direction,5
168,better understanding,5
169,educational technology,5
170,whether student,5
171,within learning,5
172,teacher learning,5
173,paper focus,5
174,thinking ct,5
175,’ science,5
176,data collected,5
177,support learning,5
178,formative assessment,5
179,field note,5
180,digital learning,5
181,knowledge integration,4
182,engineering practice,4
183,impact learning,4
184,research question,4
185,child 's,4
186,paper discus,4
187,recent year,4
188,pilot study,4
189,tool use,4
190,cognitive load,4
191,information student,4
192,’ use,4
193,learning task,4
194,student group,4
195,content analysis,4
196,augmented reality,4
197,’ discourse,4
198,analysis teacher,4
199,learning practice,4
200,technology enhanced,4
201,knowledge construction,4
202,process outcome,4
203,research focused,4
204,science teacher,4
205,influenced learning,4
206,theory practice,4
207,supporting student,4
208,scaffold student,4
209,conceptual change,4
210,problem-solving process,4
211,theory learning,4
212,change teacher,4
213,suggest teacher,4
214,student student,4
215,inquiry practice,4
216,school year,4
217,two instructional,4
218,student idea,4
219,learning student,4
220,science inquiry,4
221,learning goal,4
222,real time,4
223,stem education,4
224,current study,4
225,school teacher,4
226,aim explore,4
227,engage student,4
228,one teacher,4
229,computational model,4
230,show student,4
231,design enactment,4
232,graduate student,4
233,computer-supported collaborative,4
234,across two,4
235,learning theory,4
236,board game,4
237,system thinking,4
238,collaborative activity,4
239,school science,4
240,making activity,4
241,prior research,4
242,result revealed,4
243,randomly assigned,4
244,student learned,4
245,also discussed,4
246,present finding,4
247,social interaction,4
248,effect different,4
249,participated study,4
250,examine design,4
251,ethnographic study,4
252,community practice,4
253,scientific concept,4
254,’ performance,4
255,assessment student,4
256,science literacy,4
257,preliminary analysis,4
258,teacher 's,4
259,disciplinary idea,4
260,disciplinary knowledge,4
261,professional learning,4
262,work present,4
263,group member,4
264,analysis revealed,4
